titulo,clip,n_frames,texto
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0108,100,si todos estos jugadores son de milito que falso se tendria que haber ido en diciembre costa
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0109,150,basta de querer exhibir a costa de responsabilidad porque en realidad lo estan dejando como un boludo
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0110,200,y yo no me creo esa de que no pero gustavo queria otro gustavo queria otro gustavo queria gustavo andate
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0111,175,o te hubiera sido si querias a otro porque nadie mas que vos tenia la espalda para poder plantarse
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0112,75,y el año pasado decir esto no esto no esto no
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0114,225,lo que pasa es que cuando las cosas salen mal nadie pone los huevos sobre la mesa y dice esta es mia tambien es mia
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0115,175,no no aca todos se van a hacer los boludos milito le va a tirar la pelota a costa a costa le va a tirar la pelota a milito no no no
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0116,150,los dos son responsables milito el maximo responsable obviamente por ser presidente
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0117,225,y porque llego y desarmo lo que habia armado costas o sea desde ese lugar tambien milito es mas responsable que costas
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0118,250,y costas porque hizo de un racing competitivo el tambien a un racing que se las me reir hoy
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0121,225,que hacemos todo lo posible para estar donde estamos por los refuerzos que trajeron por los jugadores que se fueron tambien
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0122,75,y nunca vos pudiste reemplazarlos
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0124,75,de vuelta es un desastre el campo de juego de racing
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0125,200,que hace vengo en guerra maravilla la puta que lo pario
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0126,125,pero gente saben que cuando vos haces las cosas mal te va mal
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0127,175,y todos vimos que racing estaba haciendo las cosas mal y lo vengo contando hace tiempo que racing esta haciendo las cosas mal
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0128,125,aun habiendo llegado a la final del campeonato anterior aun habiendo llegado a la semifinal
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0129,124,no se trajeron los jugadores que se tenian que traer
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0130,150,por una cuestion jerarquica siempre mas responsable sera milito obvio pero tambien es el entrenador
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0131,100,y el entrenador no logro que este equipo este equipo durante seis meses
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0133,200,vos viste contra quien perdiste hoy viste el gol que se hace el arquero y de martirena
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0134,75,lo mal que pateo martirena y el gol
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0135,125,vos viste como marcaban vos viste sobre el final con el partido 22
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0136,125,las chances que desperdice a racing por lo mal que marcan estos pibes
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0137,100,porque era solamente cuestion de atacarlos para generarles quilombos
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0138,75,pero ya esta saben que tecnico traen
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0141,123,porque ellos eran los que tenian la formula del exito que se ocupen ellos
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0142,200,que se ocupen ellos aca no hay aza no hay nada lo que respecta de la subamericana milito
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0143,125,aca no hay nada eh hoy perdiste y encima te pitaron a favor
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0144,75,asi que aca no hay donde buscar un enemigo
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0145,150,en el camperato local lo vengo diciendo hace un año y medio que a racing no lo dirigen como
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0147,98,porque hasta eso perdimos en el ambito local
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0148,200,y bueno se viene no podemos perder veremos que hace el tecnico de racing capaz que ahora cuando prendo
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0149,150,renuncio costas y todo este analisis ya va mas de la mano compensar
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0150,175,en quien va a ser el tecnico y no en mi opinion sobre lo que deberia hacer el actual entrenador
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0151,175,o quizas no y ahi realmente estaria muy preocupado porque costas no estaria entendiendo algo que el
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0152,112,siempre dijo que entendia lo que significaba racing siempre dijo que lo entendia
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0153,100,y si el entiende lo que significa racing y este no es al racing de hace 20 años
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0154,100,no no no no no no no no me cambien cuando tengan ganas las condiciones
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0155,125,este es un racing que no admite que un entrenador quede afuera en zona de grupos
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0156,246,y salga 8 de 15 y 16 o 15 en tabla general y estar afuera de todo
AZZARO REACCIN - CICLO TERMINADO RACING EMPAT 2-2,clip_0157,175,para el año que viene y va a tener que hacer muy buena clausura para poder entrar
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0000,75,y river se metio en la final
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0001,100,y river que durante todo el semestre estuvimos diciendo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0002,125,no tienen plantel que deberia tener esta plagado de pibes
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0003,75,hay jugadores que no estan a la altura
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0004,125,que culo que tiene river gana pero no sabemos bien como
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0005,75,hoy reemplazo todo eso
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0006,75,por un equipo serio por un equipo que fue al frente
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0007,75,por un equipo que entendio lo que se estaba jugando
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0008,125,y porque en definitiva es river y cuando river llega a una instancia asi
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0009,100,por mas que tenga todo eso que les marcamos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0010,125,por mas que hace diez dias una semana menos contra san lorenzo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0011,125,era el que se vayan todos casi todos los jugadores cuestionados
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0012,200,te salva el arquero cuando river llega a una instancia asi
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0013,100,te das cuenta que a pesar de que se entra el juega bien
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0014,150,a pesar de que se entra el tiene probablemente uno de los mejores equipos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0015,225,sino el mejor del futbol argentino entra al monumental y central no estuvo a la altura
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0016,125,y river se agrando y river le tiro la grandeza encima a central
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0017,125,hoy central quedo muy chico muy chico en relacion a lo que puede
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0018,75,porque central de verdad puede mucho mas que lo que hizo hoy
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0019,125,me imagino en los hinchas de central recotrameda caliente con almiron
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0020,175,el partido que planifico almiron el miedo es central
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0021,100,porque central es un equipo que tiene muchachos grandes tambien
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0022,150,muchachos que estan hechos tambien y algunas pibes y algunas pibes
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0023,100,pero este no fue el central que te sale a apretar
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0024,150,que este fue un central y al central ya esto le paso varias veces che
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0025,125,varias veces es mas almiron esta en central
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0026,75,porque entendieron que jolan
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0027,75,cuando llego la dificil no pudo dar ese salto
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0028,100,hoy almiron retrocedio hoy central retrocedio
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0029,100,central que perdio como local contra uracan en el apertura
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0030,71,contra estudiante que habia salido octavo en el clausura
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0031,75,que el otro dia con racing fue un partido mega parejo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0032,125,hasta que se desvirtio totalmente y central saco provecho pero le costo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0033,125,hoy en el monumental fue una sombra de lo que podria hacer central
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0034,75,en base a la calidad de jugadores que tiene
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0035,75,asi todo fijense que cuando intento un poco
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0036,75,y bueno meto un tiro en el palo por la rosca de deymaria
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0037,100,y otra jugada en la unica jugada donde central conecto un poquito
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0038,75,que es la que gana copetti de costado
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0039,75,que martin en cuarta tiene que abarrer ahi que termine todo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0040,100,y es la que le pega si mucha conviccion
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0042,94,y mucho de river mucho de river
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0043,100,river jugo con una intensidad con un hambre
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0044,125,river entro a la cancha sabiendo que tenia la oportunidad de su vida
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0045,75,los jugadores de river hoy entendieron que tenia la oportunidad de su vida
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0046,125,de redimirse de redimirse
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0048,75,todo guacho como dijo luna
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0049,100,o casi dice en una conferencia de prensa que hubo todo guacho
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0050,125,todo guacho pero
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0051,75,pero hoy fue totalmente psicologico tambien lo de river
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0052,100,river salio a cazarlo del cuello a central
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0053,75,y central a central le quedo grande hasta
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0054,125,que se habia hecho su vida lo que hace avila en el penal
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0055,100,es decir que ramirez le perdono la vida avila
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0056,100,porque desde cuando yo voy a hacer una pregunta desde cuando codazo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0057,75,medido codazo por ni siquiera en disputa de la pelota
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0058,100,es codazo y despues salta como me decia bueno le pegue
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0059,100,desde cuando codazo 100 diputas de la pelota es amarilla en el futbol
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0060,100,con vara parte no o sea la ahorita fue la viva
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0061,100,que es eso lo grave no es que vos tenes que resolver ahi
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0062,100,o tenes que apoyar con las lineas como eras te lo conbar
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0063,100,conbar decidio que eso no fuese roja y una jugada asi
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0065,75,y central siguio jugando 11 contra 11
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0066,125,que no te eche en un jugador es mucha ventaja
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0067,125,es mucha ventaja lo del arbitro fue realmente
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0068,100,impresentable en esa decision por que es codazo medido de avila
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0069,125,que es eso algo que no entiendo lo que hace el futbolista
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0070,125,nunca esta jugando una semifinal el partido mas importante de la carrera de avila
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0071,75,probablemente uno de los partidos mas importantes
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0072,125,de la historia central de los ultimos 40 años
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0073,75,en el monumental
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0075,75,y es asi porque para salir campeon
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0076,125,tenes que ser vivo tambien y el pibese que se tendria que haber ido expulsado
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0077,75,no fue vivo y despues en la otra jugada del penal tambien
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0078,75,no se si me la parancha sea derecha tambien
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0079,75,porque va al reves rarisimo el partido de avila
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0080,100,de hoy mami da el partido de central los defensores de central
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0081,100,pero bueno tambien tiene guacho poco a poco viste tambien le quedan grandes
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0082,100,son partidos dificiles central salio a jugar 442
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0083,75,condi maria tiraba la derecha alla
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0085,125,con un panico desde la postura central
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0086,75,transmitio que se sintio
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0087,75,de movida inferior arriba
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0088,75,de movida inferior arriba
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0089,75,y rio sufrio mas de la cuenta
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0090,75,para poder abrir el marcador porque central estaba todo atras
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0091,75,central jugo como si no tuviera nada
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0092,125,con un river que insisto sigue el river es una serie final
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0093,75,es de local es en valentona
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0094,100,pero es un river al cual vos le podes salir a jugar de otra forma
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0095,75,pues tenes para jugar de otra forma
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0096,125,y enfrente no tenes al river de lo que ha hecho caude con river es
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0097,125,increible gente yo se que ahora es una final y si river no gano la final
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0098,100,porque river es ganar pero bueno llego a la final
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0099,75,acuerdense donde estaba el river
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0100,100,donde estaba cuando lo arreglo caude donde estaba hace un mes
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0101,100,donde estaba despues el partido con la chica tuguman donde estaba despues el paron con boca
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0102,75,donde estaba con gallardo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0103,100,donde estaba con gallardo river perdia con cualquiera
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0104,125,caude lo puso en una final el flavio decia que tuvo culo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0105,100,caude que no partido tuvo culo hoy mismo en alguna jugada tuvo culo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0106,175,aun habiendo ganado con total justicia desde todo punto de vista
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0107,75,desde todos los aspectos que se analizan el juego
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0108,100,futbolisticamente taticamente psicologicamente
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0109,100,desde todo si bueno loco
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0110,100,tiene culo pero evidentemente
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0111,75,hay algo que genero caude que antes no se generaba
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0112,100,hoy la verdad jugo muy bien vera muy bien vera
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0113,75,el partido de fautoguera de hoy fue
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0114,75,el partido de un futbolista que
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0115,75,entendio lo que se estaba jugando
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0116,75,despues tenes viste rendimientos que son
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0117,150,esporadicos de colibios alguna jugada pero river funciono muy bien como equipo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0118,100,como equipo freitas entro bien pero decide mal
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0119,100,freitas generalmente decida mal no fue un piso en la jugada del penalti
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0120,100,pero despues hay jugada donde freitas decide mal pero porque fue un pibe
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0122,174,y si a la larga o a la corta o en jugadas
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0123,100,eso lo podes pagar y hoy river creo que con
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0124,125,con lo que tiene ha hecho ha hecho un papel muy significativo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0125,75,y yo lo digo cada vez que puedo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0127,75,y river esta en una final
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0128,125,en una final y
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0129,75,de donde venia
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0130,100,acueldense hace poquito era boca 6 de 6 en la libertadores
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0131,125,ganandole a river en el monumental river generando tecnico enojado
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0132,75,porque lo que freitas deciamos que jugaba mal
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0133,125,que se vayan todo hoy es river con el boleto a cordoba
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0134,150,y viendo a boca el martes que si pierde queda fuera de la copa libertadores
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0135,100,bueno es algo que no gane la catolica pero es fortisimo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0136,100,la foto que veias de river es una foto de
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0137,99,el peor equipo desde la b era eso chicos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0139,98,que incluso el partido de esta noche no nos lleva a pensar otra cosa
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0140,100,porque si no no se puede analizar futbol no se puede analizar futbol
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0141,75,la verdad que lo de river era
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0142,125,muy pobre pero tambien hay que entender de donde partia codet
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0143,100,que era lo que a el le molestaba miren que cuando yo llegue aca estaba todo roto
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0144,75,los jugadores con el entrenador
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0145,75,y el tipo no paro de ganar
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0146,125,no paro de ganar claro perdio el mas incomodo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0147,100,que ya quedo sabes donde el partido que river perdo a boca
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0148,125,quedo a 15000 kilometros por supuesto tiene que ganar en cordoba
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0149,75,y todo esto se va a reducir
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0151,75,o se potenciara lo bueno
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0152,100,si es que logra levantar el campeonato local
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0153,100,un campeonato local que a river se le hace qboost en los ultimos 10 años de su historia
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0154,100,le cuesta a comparacion a lo que fue siempre
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0155,125,la historia de river los campeonatos locales no los ganan a river
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0156,75,esta bien empezo a ganar los internacionales
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0157,100,que era lo que necesitaba a river la epoca dorada de gallargo tuvo esa complicacion
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0158,75,que gano un solo torneo local
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0159,75,despues gano otro pero ya hace 3 años que a river
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0160,125,no salio el campeon la puta si no vale el partido de hoy
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0161,100,y esta levantada de cordoba y ese aliento y esa sensacion del final
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0162,100,del monumental de loco vamos a salir campeones
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0163,97,o podemos salir campeones estabamos mortadela mortadela
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0164,125,con pistachos y ahora puede salir campeon
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0165,75,y por como jugo hoy
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0166,75,river juega con otra chapa
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0167,100,la final ya llega a mentalizar che podemos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0168,100,los jugadores de river hoy se miran y dicen che vieron que podemos
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0169,125,estoy convencido que hoy debe sentar a los jugadores a hora de estar en che vieron que se puede
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0170,125,vieron que se puede tiene que mentalizarlos a que ahora repita
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0171,75,en este momento el torneo esta exprimiendo a full
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0172,100,la metodologia del torneo de un torneo que no es justo
"AZZARO REACCIN - RIVER, A LA FINAL LE GAN 1-0 A CE",clip_0173,75,de un torneo en el que para mi river no es el mejor
