split,spk,titulo,clip,n_frames,texto,npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0505,80,por ser igual ya la tengo chica como siento que seria imposible aunque se me inflame una vena,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0505.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0506,132,no quedo abotonada mira para tener en cuenta el hospital de mi pueblo se corre todo lo que pasa,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0506.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0507,93,pues nadie se salva llegando le dijeron que el miembro se habia inflamado,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0507.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0508,85,y por eso se quedaron pegados a todo esto el policia no sabia,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0508.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0509,82,que hacer ya que esto se termino haciendo publico y si,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0509.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0510,85,despues llamaron a la ambulancia a los policias pero tambien llamaron a todo el mundo,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0510.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0511,85,y encima que mucha gente lo detestaba por su mala fama por su trato,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0511.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0512,79,despues de esto obvio se entero todo el pueblo y no le quedo mas,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0512.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0513,107,que trasladarse hacia otro lugar claro que ahi te deje pedir el traslado el drama de los pueblos,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0513.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0514,93,es cuando te hundis con algo no no no podes salir adelante,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0514.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0515,113,ya esta mudate de pueblo que es tremendo en realidad si te vas a pensarlo porque dejas toda tu vida atras,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0515.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0516,92,mal o bien es tu pueblo viste todo esto hizo mucho ruido,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0516.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0517,89,en el pueblo ya que el se mostraba malo y con cierta actitud de arrogancia,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0517.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0518,99,nunca nadie penso que tiraba hacia otro lado te amo martina te conoci a principios,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0518.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0519,102,del año pasado y nunca deje de ver tus videos gracias por hacerme reir hasta mis dias mas tristes,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0519.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0520,122,que se te vuelva todo lo lindo que transmitis oh gracias no es fake chicos en mi pueblo pasa seguido,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0520.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0521,98,terminan en el hospital y nos enteramos todos pero es tan tan comun,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0521.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0522,95,quedar abotonados yo nunca escuche de ningun amigo o de nadie cercano que queden abotonados,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0522.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0523,85,para que sea algo tan comun o es algo de pueblo o pasa en los pueblos solamente,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0523.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0524,101,en mi pueblo una se colo una salchicha y tuvo que ir a la guardia,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0524.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0525,122,a que se la saquen martina en los pueblos cuando tenes una emergencia medica,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0525.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0526,111,llamas a la policia porque la ambulancia como hay una sola a veces ni responde,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0526.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0527,120,uy claro claro ay y mas el tema de los pueblos para mi es que no hay hospital,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0527.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0528,86,esta la salita y en la salita,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0528.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0529,84,corren todos los chismes es el centro neuralgico del pueblo,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0529.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0530,83,porque ahi te enteras viste quien tiene la adilla quien se agarro una ets,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0530.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0531,104,en la salita pasa todo la salita es el equivalente,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0531.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0532,116,a la fonda vieron los juegos en los rpg vieron los rpg donde vas a,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0532.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0533,108,si queres tener algun aliado en tu equipo agarrar a alguien nuevo comprar y vender armas,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0533.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0534,90,todo en la fonda del pueblo bueno,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0534.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0535,86,ahi son el pueblo es la salita la taberna ahi esta esa es la palabra,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0535.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0536,102,la taberna olvidate de abortar en un pueblo esa debe ser dificil,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0536.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0537,81,esa me suena que la gente que lo hace se va a la ciudad al lado,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0537.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0538,93,porque todos los pueblos tienen una ciudad cabecera que esta cerca te vas a la ciudad,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0538.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0539,110,que la ciudad tiene tres habitantes mas que el pueblo pero bueno es como todo anonimo,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0539.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0540,102,viste ahora me gustaria tambien alguna anecdota de alguien que haya hecho algo grave,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0540.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0541,111,grave en terminos de pueblo tipo infidelidad cosas asi y que se haya quedado,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0541.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0542,115,no que se haya ido o que se haya descubierto que era el pu del pueblo pero que se le haya bancado,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0542.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0543,108,que haya bancado la parada porque me gustaria que pasa si te la bancas porque debe haber gente,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0543.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0544,94,que dice che pero construi toda mi vida aca tengo mi casa tengo mi trabajo no es tan facil,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0544.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0545,119,irse a otro pueblo porque uno dice ahi te vas del pueblo pero es como mudarte de pais chicos es arrancar de cero,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0545.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0546,82,pesos mios si tienen anecdotas de pueblos que me quieran mandar lo pueden hacer,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0546.npz
test,f15,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0547,109,a djfaranachorra arroba gmail punto com yo voy a elegir las mejores y voy a reaccionar,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0547.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0000,413,bueno amigos esta es una anecdota muy especial porque es un gran recuerdo y la apuesta es que creo haberla contado alguna vez y en mixer creo que fue entonces se perdieron mucho las transmisiones incluso se perdio la de duki y neo pero creo que habia que darla con detalles con fotos de como fue el viaje y demas,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0000.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0001,350,les comento los pongo en contexto argentina seleccion 2014 el maestro sabela al frente de la seleccion argentina parecia que nos daba molidos mangos en la primera ronda todos se acuerdan del partido con iran que nos salva messi,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0001.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0002,258,cuestion yo voy a ser sincero yo tampoco tenia tanta fe en la seleccion lo bancaba sabela pero habia cositas que no me gustaban bueno como somos los argentinos en eso tengo que ser honesto,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0002.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0003,123,cuestion que jugabamos con holanda nos juntabamos todos los beider a ver el partido,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0003.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0004,181,estabamos en la casa de amilcar ya antes del partido me decian no porque vos momo que toque el otro dale gero que la concha de tu madre bueno,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0004.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0005,82,yo discutiendo con juancito que los dos siempre discutiamos,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0005.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0006,177,entonces contra holanda me dice hagamos una cosa si le ganamos a holanda nos vamos a brasil a ver la final,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0006.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0007,299,entonces yo agarro y digo si porque yo no creia que le vayamos a ganar a holanda acuerdense que ese holanda fue el que hizo el gol de palomita no me acuerdo robben no si creo que fue el gol de robben,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0007.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0008,227,tenian tenian una maquina increible holanda van persie cuestion que le digo no tengo si bueno si le digo si dale si le ganamos a holanda vamos a brasil,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0008.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0009,267,yo la tire por tirarla bueno entonces vamos a penales cuando ganamos todos obviamente festejando que se yo y me dice no vamos a tener que ir a brasil,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0009.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0010,84,bueno si esta bien yo siempre que digo algo lo cumplo,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0010.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0011,185,lo miro a amilcar y bueno nos vamos a brasil bueno nos vamos a brasil ya arranco como la mierda estabamos en los de amilcar claro cuando vimos todo eso todo empezo,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0011.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0012,124,empezamos a buscar pasaje empezamos a buscar pasaje que si que no vamos a brasil que no vamos a brasil que esto que lo otro bueno no vamos a brasil,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0012.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0013,230,bueno empezamos a sacar cuentas no vamos a comprar el aereo bueno cuando digo no ya esta todo agotado no hay nada no hay nada para para para irnos,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0013.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0014,168,aparece la hermana de amilcar y dice encontre un vuelo nos manda el link yo como un pelotudo agarro ni mire,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0014.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0015,180,ponele que el partido era miercoles 24 y el lunes podiamos volar entonces era el lunes 22,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0015.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0016,172,lunes 22 martes 23 martes 23 miercoles 24 lunes 22 entonces buscamos para sacar el lunes 22 miro asi lunes 22 voy compro el pasaje,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0016.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0017,119,pum termino el pasaje era ponele nosotros estabamos jugando el mundial no me acuerdo fue en junio ponele,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0017.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0018,95,el pasaje era el lunes 22 de octubre,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0018.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0019,115,cuando me llega la notificacion de que compre un pasaje boludo compre un pasaje en octubre,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0019.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0020,248,todos cagandose de risa sos un pelotudo y luciano hablando luciano me miraba y me decia lulo el de la anecdota me decia oh brasil temporada baja hermoso,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0020.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0021,188,vos sos pelotudo luciano y yo lulo luciano le digo hermoso las pelotas boludo acabo de comprar me acabo de meter no se cuantos miles de pesos en el orto boludo,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0021.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0022,142,no brasil en temporada baja hermoso vos sos un tarado le digo ahora que mierda hago en el pasaje no me van a devolver la plata,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0022.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0023,88,hermoso en temporada baja anda la concha de tu madre luciano y vos sos un tarado,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0023.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0024,111,bueno a todo esto todos cagandose de risa de que ya habia gastado 15000 20000 pesos al pedo,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0024.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0025,152,ya empece a hacer el reclamo denuncie que la tarjeta la habia perdido que me hicieron el pitching no se que mierda,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0025.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0026,145,cagando la puteada a la hermana de amilcar le digo veronica como me vas a mandar un link de un pasaje en octubre cuando te doblan junio,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0026.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0027,158,bueno cuestion que claro no terminaba mas todos burlandose bueno tenian razon era un pelotudo,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0027.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0028,88,cuestion que agarro y me dice bueno vamos en auto,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0028.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0029,192,yo tenia el goltren amigo le digo yo esta todo bien pero en el goltren no llegamos ni a palo o sea y re incomodo,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0029.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0030,143,hacemos 10 horas de viaje y tenemos que operar de la columna a la mitad del auto,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0030.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0031,155,o sea no podemos ir a rio de janeiro en un goltren bueno dice discutiendo en cual vamos bueno a ver quien se sube,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0031.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0032,80,eramos amilcar luciano juancito y yo,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0032.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0033,138,vamos cuatro bueno listo vamos cuatro faltando un dia se baja amilcar,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0033.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0034,113,no que no se digo mira amilcar yo ya me pedi el dia en el trabajo boludo tenemos que ir,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0034.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0035,123,no que no se que porque mi papa dice que no se que esto que lo ha hecho anda la concha de tu madre,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0035.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0036,127,esta bien eramos tres economicamente era inviable porque estabamos,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0036.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0037,94,si ibamos cuatro dividiamos entre todos era menos plata entre nafta y demas,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0037.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0038,151,juancito dice yo pongo el auto juancito tiene un 580 auto muy lindo para que anden dos personas porque es como un smart,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0038.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0040,98,ponele esta es la butaca de una la butaca de un auto normal la butaca del 580,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0040.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0041,98,o sea esta es la butaca del 580 y esta es la postura en la que vos vas asi,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0041.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0042,112,claro que es lo que pasa cuando vos vas adentro de un huevo con ruedas,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0042.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0043,105,podes ir adentro de un huevo con ruedas durante ocho horas no 34 36,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0043.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0044,199,nunca lo pensamos o sea agarramos claro o sea ese auto era un creador de mochilas estilo coscu,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0044.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0045,107,o sea salias de ahi y tenias tu propia mochila un viaje una mochila,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0045.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0046,126,agarro digo bueno a todo esto aca es donde se empieza a poner linda la cosa para ustedes,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0046.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0047,108,para nosotros nefasta porque empezamos a buscar quien iba a ocupar el lugar de amilcar,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0047.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0048,105,para bajar los costos del viaje y juancito dice mi primo se quiere sumar,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0048.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0049,104,bueno bien digo que onda tu primo mira digo juancito es un viaje de 36 horas,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0049.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0050,114,nosotros nos conocemos podemos viajar pero a este chabon no lo conocemos,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0050.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0051,84,o sea es recopado es un genio buena onda chabon,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0051.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0052,139,piola bueno como se llama alan creo que se llamaba me olvide el nombre porque termine tan,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0052.npz
train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,clip_0053,88,pero tan encabronado con ese chabon que lo aborreci,data/processed/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0053.npz
