source_id,clip_id,split,titulo,spk,existing_text,source_url,source_video_id,start_time,end_time,expected_duration,extracted_duration,alignment_method,alignment_score,alignment_confidence,large_full_segment_text,turbo_full_segment_text,clip_audio_path,clip_video_path,status,notes
f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0405",train,"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",f12,chau no me dijeron no me pudiera tomar porque estoy destrozado por lo de lindi entendes,https://www.youtube.com/watch?v=VpCoTQ9073o,VpCoTQ9073o,1711.0,1713.909,3.4,2.909,youtube_auto_subs_fuzzy_ordered,59.79,low,no que no pudo ir to una porque estoy destrozada por lo del indio entendes,,,,needs_review,subtitle_raw_score=61.23; pending_clip_extraction_asr_gpt
f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0407",train,"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",f12,o sea no estaba aca de evanescence entendes como que ay dios mio,https://www.youtube.com/watch?v=VpCoTQ9073o,VpCoTQ9073o,1717.0,1721.71,4.0,4.71,youtube_auto_subs_fuzzy_ordered,79.44,medium,entendes o sea no esta aca de vanesen entendes como que ay dios mio eh,,,,needs_review,subtitle_raw_score=81.22; pending_clip_extraction_asr_gpt
f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0408",train,"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",f12,lo que esta sufriendo esa gente tambien no de los fanaticos digo bueno y la familia tambien,https://www.youtube.com/watch?v=VpCoTQ9073o,VpCoTQ9073o,1721.72,1724.75,4.36,3.03,youtube_auto_subs_fuzzy_ordered,85.04,high,lo que esta sufriendo esa gente tambien no los fanaticos digo bueno y la,,,,needs_review,subtitle_raw_score=88.09; pending_clip_extraction_asr_gpt
f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0409",train,"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",f12,o sea bueno ay mira la gente que se acaba de mira si justo el,https://www.youtube.com/watch?v=VpCoTQ9073o,VpCoTQ9073o,,,4.36,,youtube_auto_subs_fuzzy_ordered,21.29,none,,,,,blocked_alignment_failed,subtitle_raw_score=23.12; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0000,train,JULI POGGIO EN FERNÉ CON GREGO,f13,trabaje muchisimo en flores en avellaneda te juro que yo era la reina de avellaneda,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1.47,5.51,4.08,4.04,youtube_auto_subs_fuzzy_ordered,95.32,high,trabaje muchisimo en flores en avellaneda te juro que yo era la reina de avellaneda risas,,,,needs_review,subtitle_raw_score=95.42; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0001,train,JULI POGGIO EN FERNÉ CON GREGO,f13,en serio me encanta es una persona con la cual es muy dificil pelear,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,5.52,8.669,4.08,3.149,youtube_auto_subs_fuzzy_ordered,76.42,medium,es una persona con la cual es muy dificil pelear,,,,needs_review,subtitle_raw_score=78.7; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0002,train,JULI POGGIO EN FERNÉ CON GREGO,f13,ah si por que te lo digo como hermana porque es esa gente que te dice tipo dale dale buenisimo si,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,8.679,15.03,5.64,6.351,youtube_auto_subs_fuzzy_ordered,88.3,high,se lo digo como hermana porque es esa gente que te dice tipo dale dale buenisimo si,,,,needs_review,subtitle_raw_score=89.56; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0003,train,JULI POGGIO EN FERNÉ CON GREGO,f13,uy que horrible nunca que me da al dia de hoy estas en esa o no,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,15.04,18.029,4.08,2.989,youtube_auto_subs_fuzzy_ordered,51.66,low,horrible que me da hoy en es,,,,needs_review,subtitle_raw_score=54.33; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0004,train,JULI POGGIO EN FERNÉ CON GREGO,f13,llevo dos años con mi novio estas jodiendo y fue desde el primer momento de relacion abierta,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,18.039,23.23,3.96,5.191,youtube_auto_subs_fuzzy_ordered,82.63,high,llevo dos anos con mi novio jodiendo y fue desde el primer momento de relacion abierta y donde tengo la,,,,needs_review,subtitle_raw_score=85.74; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0005,train,JULI POGGIO EN FERNÉ CON GREGO,f13,y donde tengo la libertad de saber que siempre puedo volver a el,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,23.24,27.269,4.4,4.029,youtube_auto_subs_fuzzy_ordered,62.38,low,libertad de saber que siempre puedo volver a el despues de haber hecho algo,,,,needs_review,subtitle_raw_score=63.22; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0006,train,JULI POGGIO EN FERNÉ CON GREGO,f13,despues de haber hecho algo que no pesa en mi digamos entendes,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,27.279,29.39,3.28,2.111,youtube_auto_subs_fuzzy_ordered,63.52,low,que no pesa en mi digamos entendes,,,,needs_review,subtitle_raw_score=67.08; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0007,train,JULI POGGIO EN FERNÉ CON GREGO,f13,soy adicta a la pala real cuando no tengo un trabajo o cosas para hacer,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,29.4,32.99,3.68,3.59,youtube_auto_subs_fuzzy_ordered,91.59,high,soy adicta a la pala real cuando no tengo un trabajo de cosas para hacer me,,,,needs_review,subtitle_raw_score=91.83; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0008,train,JULI POGGIO EN FERNÉ CON GREGO,f13,me empieza a agarrar la loca como que necesito tener obligaciones cumplir con cosas,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,33.0,36.229,3.88,3.229,youtube_auto_subs_fuzzy_ordered,90.02,high,empieza a agarrar la loca como que necesito tener obligaciones cumplir con,,,,needs_review,subtitle_raw_score=91.7; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0009,train,JULI POGGIO EN FERNÉ CON GREGO,f13,tener la agenda ordenada para mi todos deberian ir a terapia,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,36.239,40.79,4.04,4.551,youtube_auto_subs_fuzzy_ordered,85.95,high,cosas tener la agenda ordenada para mi todos deberian ir a terapia es un,,,,needs_review,subtitle_raw_score=87.21; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0010,train,JULI POGGIO EN FERNÉ CON GREGO,f13,es un espacio donde sanas un monton a mi me sirve mucho hablar sacar las cosas,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,40.8,44.869,4.04,4.069,youtube_auto_subs_fuzzy_ordered,92.5,high,espacio donde sanas un monton a mi me sirve mucho hablar sacar las cosas y,,,,needs_review,subtitle_raw_score=92.57; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0011,train,JULI POGGIO EN FERNÉ CON GREGO,f13,y creo que realmente hablar es sanar como que la palabra tiene un peso muy fuerte,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,44.879,48.069,3.76,3.19,youtube_auto_subs_fuzzy_ordered,95.6,high,creo que realmente hablar es sanar como que la palabra tiene un peso muy fuerte,,,,needs_review,subtitle_raw_score=97.12; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0012,train,JULI POGGIO EN FERNÉ CON GREGO,f13,y cuando sale es como que ya te sentis mas liviana,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,48.079,50.869,3.36,2.79,youtube_auto_subs_fuzzy_ordered,83.3,high,y cuando sale es como que ya te sentis,,,,needs_review,subtitle_raw_score=85.0; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0013,train,JULI POGGIO EN FERNÉ CON GREGO,f13,me parece que hubo algo muy fuerte en mi vida que fue un shippeo con marcos con el primo,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,50.879,57.389,4.72,6.51,youtube_auto_subs_fuzzy_ordered,76.49,medium,mas liviana me parece que hubo algo muy fuerte en mi vida que fue un shipeo con con marcos con el primo y creo que la,,,,needs_review,subtitle_raw_score=80.28; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0019,train,JULI POGGIO EN FERNÉ CON GREGO,f13,hagan lo que puedan con esta cara porque enfrente de la comparacion,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,116.2,119.87,3.64,3.67,youtube_auto_subs_fuzzy_ordered,71.22,medium,puedan con esta cara porque enfrente enfrente la comparacion es es muy,,,,needs_review,subtitle_raw_score=71.3; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0020,train,JULI POGGIO EN FERNÉ CON GREGO,f13,es muy jodida como esta bueno hay que darlo todo siempre para la ocasion,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,119.88,122.59,3.68,2.71,youtube_auto_subs_fuzzy_ordered,89.5,high,jodida como esta bueno hay que darlo todo siempre para la ocasion,,,,needs_review,subtitle_raw_score=92.14; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0021,train,JULI POGGIO EN FERNÉ CON GREGO,f13,fuera de joda le diste todo hoy me vesti solita sin estilista sin estilista,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,122.6,126.55,3.76,3.95,youtube_auto_subs_fuzzy_ordered,99.49,high,fuera de joda le diste todo hoy me vesti solita sin estilista sin estilista,,,,needs_review,subtitle_raw_score=100.0; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0022,train,JULI POGGIO EN FERNÉ CON GREGO,f13,por lo general lo usas estilista si para todo me soluciona mucho voy a muchos eventos muchas galas muchas red carpets,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,126.56,132.55,6.84,5.99,youtube_auto_subs_fuzzy_ordered,94.7,high,por lo general lo usas estilista si para todo me soluciona mucho voy a muchos eventos muchas galas muchas red,,,,needs_review,subtitle_raw_score=95.94; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0023,train,JULI POGGIO EN FERNÉ CON GREGO,f13,y esta bueno siempre llevar una una,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,132.56,135.39,3.36,2.83,youtube_auto_subs_fuzzy_ordered,82.78,high,carpets y esta bueno siempre llevar una,,,,needs_review,subtitle_raw_score=84.36; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0024,train,JULI POGGIO EN FERNÉ CON GREGO,f13,a tu bando acorde che y le metes como tiempo y ganas plata tambien,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,135.4,142.309,5.2,6.909,youtube_auto_subs_fuzzy_ordered,71.35,medium,una atuendo acorde che y te le le metes como tiempo y ganas plata tambien es parte de tu,,,,needs_review,subtitle_raw_score=74.64; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0025,train,JULI POGGIO EN FERNÉ CON GREGO,f13,es parte de tu laburo igual o no es parte de mi laburo yo laburo mucho con mi imagen,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,142.319,145.47,4.72,3.151,youtube_auto_subs_fuzzy_ordered,75.15,medium,laburo igual o no es parte de mi laburo yo laburo mucho,,,,needs_review,subtitle_raw_score=78.47; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0026,train,JULI POGGIO EN FERNÉ CON GREGO,f13,me parece que tambien esta bueno como marcar ciertas tendencias que despues entonces la gente vea hoy dia,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,145.48,150.91,5.08,5.43,youtube_auto_subs_fuzzy_ordered,73.06,medium,con mi imagen eh me parece que tambien esta bueno como marcar ciertas tendencias que despues no se la gente,,,,needs_review,subtitle_raw_score=73.75; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0027,train,JULI POGGIO EN FERNÉ CON GREGO,f13,esto es muy hulipogio me pasa mucho y es lindo,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,150.92,156.35,4.0,5.43,youtube_auto_subs_fuzzy_ordered,61.18,low,vea algo y diga esto es muy julipio me pasa mucho y es lindo a mi me siguen,,,,needs_review,subtitle_raw_score=64.75; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0028,train,JULI POGGIO EN FERNÉ CON GREGO,f13,a mi me siguen muchas muchas chicas son mas chicas que te siguen que hombres,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,156.36,159.39,3.76,3.03,youtube_auto_subs_fuzzy_ordered,77.32,medium,muchas muchas chicas son mas chicas que te siguen que hombre,,,,needs_review,subtitle_raw_score=79.26; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0029,train,JULI POGGIO EN FERNÉ CON GREGO,f13,si 100 porcentaje asi viste las estadisticas en redes sociales,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,159.4,164.07,3.32,4.67,youtube_auto_subs_fuzzy_ordered,87.7,high,si 100 porcentaje asi viste las estadisticas en redes sociales el 98,,,,needs_review,subtitle_raw_score=91.77; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0030,train,JULI POGGIO EN FERNÉ CON GREGO,f13,el 98 que mira es un monton ahora nunca escuche ese,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,164.08,168.55,3.8,4.47,youtube_auto_subs_fuzzy_ordered,67.91,medium,mira es un monton ahora nunca escuche me esta jodiendo,,,,needs_review,subtitle_raw_score=69.67; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0031,train,JULI POGGIO EN FERNÉ CON GREGO,f13,me estas jodiendo es un monton te siguen todas pibas todas mujeres y gays,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,168.56,171.19,4.6,2.63,youtube_auto_subs_fuzzy_ordered,63.0,low,te siguen todas pibas todas mujeres y gays,,,,needs_review,subtitle_raw_score=67.28; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0032,train,JULI POGGIO EN FERNÉ CON GREGO,f13,mira claro 98 y 2 gays,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,171.2,174.869,3.72,3.669,youtube_auto_subs_fuzzy_ordered,81.47,high,mira claro 98 y 2 gay seria,,,,needs_review,subtitle_raw_score=81.61; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0033,train,JULI POGGIO EN FERNÉ CON GREGO,f13,seria basicamente voy a escuchar mira guau que loco,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,174.879,178.869,3.88,3.99,youtube_auto_subs_fuzzy_ordered,60.61,low,basicamente muy bien escucha mira wow que loco y,,,,needs_review,subtitle_raw_score=60.89; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0036,train,JULI POGGIO EN FERNÉ CON GREGO,f13,porque a mi en un momento me seguian 70 mujeres y despues con ferney y con gregui el stream se parejo,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,185.959,189.91,4.56,3.951,youtube_auto_subs_fuzzy_ordered,74.36,medium,mi en un momento me seguia 70 mujeres y despues con fernoo y el stream se,,,,needs_review,subtitle_raw_score=75.7; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0037,train,JULI POGGIO EN FERNÉ CON GREGO,f13,porque creo que estaba a medias ahora pero igual las mujeres siguen mujeres tambien siento,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,189.92,195.19,4.56,5.27,youtube_auto_subs_fuzzy_ordered,84.71,high,parejo creo que estaba medias hora pero igual las mujeres siguen mujeres tambien siento,,,,needs_review,subtitle_raw_score=86.27; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0038,train,JULI POGGIO EN FERNÉ CON GREGO,f13,las mujeres siguen muchas mujeres si a mi me encanta seguir mujeres,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,195.2,198.75,3.4,3.55,youtube_auto_subs_fuzzy_ordered,90.15,high,las mujeres siguen muchas mujeres si a mi me encanta seguir mujeres veo todo,,,,needs_review,subtitle_raw_score=90.59; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0039,train,JULI POGGIO EN FERNÉ CON GREGO,f13,veo todo el tiempo cosas de mujeres mi novio me dice siempre te va a parecer algun chabon en el inicio,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,198.76,202.39,4.76,3.63,youtube_auto_subs_fuzzy_ordered,73.1,medium,el tiempo de mujeres mi novio me dice siempre te va a aparecer algun chavon,,,,needs_review,subtitle_raw_score=75.47; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0040,train,JULI POGGIO EN FERNÉ CON GREGO,f13,claro no existe algunas apps no no no existe corre la juli profesional que trabaja,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,202.4,209.03,5.48,6.63,youtube_auto_subs_fuzzy_ordered,62.74,low,en el inicio claro algunos apps que no correla juli profesional que trabaja,,,,needs_review,subtitle_raw_score=64.84; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0041,train,JULI POGGIO EN FERNÉ CON GREGO,f13,juli va a caramelo o cualquier lado cuanto tarda en elegir un look para salir,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,209.04,212.71,4.24,3.67,youtube_auto_subs_fuzzy_ordered,90.82,high,juli va a caramelo cualquier lado cuanto tarda en elegir un look para,,,,needs_review,subtitle_raw_score=92.16; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0042,train,JULI POGGIO EN FERNÉ CON GREGO,f13,o para ir a comer con sus amigas no no soy muy rapida ahi sos ok,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,212.72,216.869,3.88,4.149,youtube_auto_subs_fuzzy_ordered,86.52,high,salir o para ir a comer con sus amigas no no soy muy rapida ahi,,,,needs_review,subtitle_raw_score=87.21; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0043,train,JULI POGGIO EN FERNÉ CON GREGO,f13,si soy rapida ponerle que en una hora hago todo pelo maquillaje y outfit,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,216.879,221.47,4.04,4.591,youtube_auto_subs_fuzzy_ordered,94.16,high,si soy rapida ponerle que en una hora hago todo peleo maquillaje y outfit,,,,needs_review,subtitle_raw_score=95.52; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0045,train,JULI POGGIO EN FERNÉ CON GREGO,f13,tambien tengo ya muy aceitado todo me maquillo todos los dias me hago los rulos de que tengo 15 años,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,226.68,231.63,5.0,4.95,youtube_auto_subs_fuzzy_ordered,95.22,high,tengo ya muy aceitado todo me maquillo todos los dias me hago los rulos de que tengo 15 anos,,,,needs_review,subtitle_raw_score=95.32; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0046,train,JULI POGGIO EN FERNÉ CON GREGO,f13,claro si y recien pensaba te estuve estudiando bastante para la nota de hoy,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,231.64,235.11,3.84,3.47,youtube_auto_subs_fuzzy_ordered,99.04,high,claro si y recien pensaba te estuve estudiando bastante para la nota de hoy,,,,needs_review,subtitle_raw_score=100.0; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0047,train,JULI POGGIO EN FERNÉ CON GREGO,f13,primero gracias por venir recien decias con total naturalidad la verdad hubo muchas alfombras rojas,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,235.12,241.589,5.6,6.469,youtube_auto_subs_fuzzy_ordered,91.24,high,primero gracias por venir recien decias con total naturalidad la verdad hubo muchas alfombras rojas red carpet,,,,needs_review,subtitle_raw_score=92.79; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0048,train,JULI POGGIO EN FERNÉ CON GREGO,f13,red carpet eventos a la juli que arranco en esto muy muy chiquita,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,241.599,245.429,4.56,3.83,youtube_auto_subs_fuzzy_ordered,74.61,medium,eventos a la juli que arranco en esto muy muy chiquita pues la verdad que,,,,needs_review,subtitle_raw_score=76.21; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0049,train,JULI POGGIO EN FERNÉ CON GREGO,f13,porque la verdad que arrancaste muy chiquita si pudiera mirar hacia adelante en el futuro,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,245.439,250.27,5.28,4.831,youtube_auto_subs_fuzzy_ordered,77.33,medium,arrancaste muy chiquita eh si pudiera mirar hacia adelante en el futuro y,,,,needs_review,subtitle_raw_score=78.18; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0050,train,JULI POGGIO EN FERNÉ CON GREGO,f13,y escucharte decir con total naturalidad esa frase que hubiera pensado,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,250.28,254.509,3.44,4.229,youtube_auto_subs_fuzzy_ordered,93.97,high,escucharte decir con total naturalidad esa frase que hubiera pensado,,,,needs_review,subtitle_raw_score=96.26; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0051,train,JULI POGGIO EN FERNÉ CON GREGO,f13,porque era un poco tu sueño si madel que loco siempre mi sueño desde muy chiquita,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,254.519,259.749,4.0,5.23,youtube_auto_subs_fuzzy_ordered,53.76,low,mal que loco siempre mi sueno desde muy chiquita yo siempre dije que es,,,,needs_review,subtitle_raw_score=56.84; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0052,train,JULI POGGIO EN FERNÉ CON GREGO,f13,yo siempre dije que es poder trabajar de lo que amo,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,259.759,261.71,3.64,1.951,youtube_auto_subs_fuzzy_ordered,53.75,low,poder trabajar de lo que amo y hoy en,,,,needs_review,subtitle_raw_score=58.39; pending_clip_extraction_asr_gpt
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0053,train,JULI POGGIO EN FERNÉ CON GREGO,f13,y hoy en dia lo estoy cumpliendo si que contra no hay nada mas lindo y mas satisfactorio,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,261.72,266.469,4.76,4.749,youtube_auto_subs_fuzzy_ordered,69.8,medium,dia lo estoy cumpliendo eh no hay nada mas lindo y mas satisfactorio que poder trabajar de lo,,,,needs_review,subtitle_raw_score=69.82; pending_clip_extraction_asr_gpt
