source_id,spk,titulo,clip_count,example_clips,n_frames_min,n_frames_mean,n_frames_max,text_examples,candidate_url,candidate_video_id,candidate_title,candidate_channel,candidate_duration,match_method,match_score,match_confidence,has_youtube_subs,has_youtube_auto_subs,source_status,notes
f37__PROFESIONES_ARGENTINAS_GINEC_LOGOS_-_Telefe_Notici,f37,PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,68,clip_0005|clip_0006|clip_0007|clip_0009|clip_0010,79,151.82,362,lujo genital irregularidades menstruales menstruaciones abundantes || el honguito menstruaciones muy abundantes menstruaciones que duran mucho tiempo || hoy por hoy estamos viendo cada vez mas cancer de mama y principalmente cancer de mama en pacientes jovenes,https://www.youtube.com/watch?v=eX1x7KhopTo,eX1x7KhopTo,PROFESIONES ARGENTINAS: GINECÓLOGOS - Telefe Noticias,Telefe Noticias,769,ytsearch_title,97.96,high,false,true,mapped_high,"mapping_index=37; subtitles=; auto_subs=aa,ab,af,ak,am"
f38__PROFESIONES_ARGENTINAS_GOMEROS_-_Telefe_Noticias,f38,PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,55,clip_0004|clip_0006|clip_0007|clip_0008|clip_0009,85,135.76,321,se pueden convertir en verdaderos salvadores hoy en profesiones argentinas mitos y verdades de ellos los gomeros || un domingo no abre nadie entonces el que esta el domingo aprovecha despues un horario si || en la ruta siempre con lo que sea cubiertas farches camaras lo que sea siempre se aprovechan en la ruta,https://www.youtube.com/watch?v=IeG6Tkv1f7g,IeG6Tkv1f7g,PROFESIONES ARGENTINAS: GOMEROS - Telefe Noticias,Telefe Noticias,566,ytsearch_title,100.0,high,false,true,mapped_high,"mapping_index=38; subtitles=; auto_subs=aa,ab,af,ak,am"
f39__PROFESIONES_ARGENTINAS_GUARDAESPALDAS_-_Telefe_Not,f39,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,83,clip_0005|clip_0006|clip_0007|clip_0008|clip_0009,80,137.7,326,que nada nada les pase profesiones argentinas aca estan estos son muchas preguntas || los guardaespaldas quienes somos los guardaespaldas || el negro siempre intimida y mas cuando es de combate siempre fue el atuendo la vestimenta de seguridad de negro,https://www.youtube.com/watch?v=pze2Br2TOjk,pze2Br2TOjk,PROFESIONES ARGENTINAS: GUARDAESPALDAS - Telefe Noticias,Telefe Noticias,801,ytsearch_title,95.05,high,false,true,mapped_high,"mapping_index=39; subtitles=; auto_subs=aa,ab,af,ak,am"
f40__PROFESIONES_ARGENTINAS_KINESI_LOGOS_-_Telefe_Notic,f40,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,62,clip_0004|clip_0005|clip_0006|clip_0007|clip_0008,83,150.73,518,es aquel paciente que no quiere escuchar el que no confia en el tratamiento || el peor es el que quizas no logras ganar su confianza || es aquel que hace todo mal come mal mucho tiene sedentarismo no tiene este romance con el sofa y le encanta ver series y nunca va al gimnasio ni hace deporte,https://www.youtube.com/watch?v=sVyVxKt0UBE,sVyVxKt0UBE,PROFESIONES ARGENTINAS: KINESIÓLOGOS - Telefe Noticias,Telefe Noticias,687,ytsearch_title,96.97,high,false,true,mapped_high,"mapping_index=40; subtitles=; auto_subs=aa,ab,af,ak,am"
f41__PROFESIONES_ARGENTINAS_Los_SECRETOS_de_los_TAXIS,f41,PROFESIONES ARGENTINAS 🚖 Los SECRETOS de los TAXIS,73,clip_0001|clip_0002|clip_0003|clip_0004|clip_0006,80,148.79,317,uno es arriba del auto como es abajo del auto el que es agresivo abajo es agresivo arriba y asi || nos manejan mal siempre estan apurados relativamente mal manejamos relativamente bien || manejamos muy mal la mayoria maneja mal manejan muy mal,https://www.youtube.com/watch?v=CGfaaUm87Uk,CGfaaUm87Uk,Un SIMULADOR DE SER TAXISTA EXTREMO 🤯🚕,ChuuyMine,1543,ytsearch_title,36.14,none,false,true,blocked_source_not_found,"mapping_index=41; subtitles=; auto_subs=aa,ab,af,ak,am"
f42__Por_qu_ya_no_podemos_conversar_y_c_mo_aprender_a,f42,Por qué ya no podemos conversar (y cómo aprender a,373,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,79,125.43,424,hoy todo el mundo tiene opiniones pero muy pocas personas saben argumentarlas || siento que estamos constantemente informandonos de fuentes de informacion muy vacias muy banales muy basicas || y siento que no se puede hablar con nadie y que la gente en general veo como un patron de que no se puede conversar y mucho menos debatir de temas,https://www.youtube.com/watch?v=uSK7zk5u-RE,uSK7zk5u-RE,Por qué ya no podemos conversar (y cómo aprender a argumentar),Azul ☆ Take it easy,1892,ytsearch_title,89.91,high,false,true,mapped_high,"mapping_index=42; subtitles=; auto_subs=aa,ab,af,ak,am"
f43__Profesiones_Argentinas_DUE_OS_de_SALONES_de_FIESTA,f43,Profesiones Argentinas DUEÑOS de SALONES de FIESTA,86,clip_0004|clip_0005|clip_0006|clip_0007|clip_0008,80,122.06,424,quienes somos los dueños de salones || quien no puede fallar es el catering la comida es primordial || la gente la gente totalmente una fiesta vos la podes hacer en un galpon vacio y si la gente tiene buena onda te divertis,https://www.youtube.com/watch?v=9nlaNAcv0Jo,9nlaNAcv0Jo,Profesiones Argentinas: DUEÑOS de SALONES de FIESTA - Telefe Noticias,Telefe Noticias,673,ytsearch_title,86.21,medium,false,true,mapped_medium,"mapping_index=43; subtitles=; auto_subs=aa,ab,af,ak,am"
f44__Profesiones_Argentinas_EMPLEADOS_de_PANADER_AS_-_T,f44,Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,73,clip_0004|clip_0006|clip_0007|clip_0008|clip_0009,80,123.89,259,llegan a profesiones argentinas los empleados de panaderia || el indeciso ese cliente que entra y tenes que contarle de que esta hecho todo || y tal vez se lleva un alfajor ejemplo vino una señora me hizo pesar unas masitas envolvi papel y todo,https://www.youtube.com/watch?v=LnmJcWJG3WQ,LnmJcWJG3WQ,Ronnie Arias destrozó a Ernestina Pais,América TV,1109,existing_manifest_url_metadata_mismatch,25.58,none,false,true,blocked_source_not_found,"mapping_index=44; subtitles=; auto_subs=aa,ab,af,ak,am"
f45__Profesiones_Argentinas_ENCARGADOS_de_CATERING_Tel,f45,Profesiones Argentinas ENCARGADOS de CATERING #Tel,56,clip_0005|clip_0006|clip_0007|clip_0008|clip_0009,83,185.2,263,el peor invitado es el que quiere sobresalir es el que se mete a la cocina || para mi es el que exige y te das cuenta que no sabe nada se queja por deporte que si la carne esta cruda o que esta muy pasada || o que esta fria es alguien que esta buscando que es lo que no funciona que no trabaja es el que no sabe,https://www.youtube.com/watch?v=S0aUTzz362I,S0aUTzz362I,"Pichu Straneo imita y ""vende humo"" en #TodoPasa",Urbana Play 104.3 FM,1768,existing_manifest_url_metadata_mismatch,32.26,none,false,true,blocked_source_not_found,"mapping_index=45; subtitles=; auto_subs=aa,ab,af,ak,am"
f46__Profesiones_Argentinas_PERIODISTAS_DEPORTIVOS_-_Te,f46,Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,90,clip_0003|clip_0005|clip_0006|clip_0007|clip_0011,79,139.22,266,mamita el futbol llegan a profesiones argentinas los periodistas deportivos || si queres cuando terminemos te lo cuento en general no lo digo || soy hincha de ferrocarril oeste lo que pasa es que aca viste en argentina como se vive el futbol es un poquito peligroso decirlo comentarlo,https://www.youtube.com/watch?v=-WKw7c3bAmo,-WKw7c3bAmo,🎙️📚  4 Claves para Estudiar Periodismo Deportivo,Maty Salgado,445,ytsearch_title,61.54,low,false,true,needs_review,"mapping_index=46; subtitles=; auto_subs=aa,ab,af,ak,am"
f47__Profesiones_argentinas_GASTROENTER_LOGOS_TelefeNo,f47,Profesiones argentinas GASTROENTERÓLOGOS #TelefeNo,75,clip_0004|clip_0005|clip_0006|clip_0007|clip_0008,81,151.37,360,todo repercute en nuestro aparato digestivo y como vivimos || y cuando nos sentimos mal los consultamos a ellos llegan a profesiones argentinas || los gastroenterologos quienes somos los medicos gastroenterologos,,,,,,not_found,0.0,none,false,false,blocked_source_not_found,mapping_index=47; subtitles=; auto_subs=
f48__RESPONDO_TODO,f48,RESPONDO TODO 🌶,158,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,91,252.34,280,hola a todos mi nombre es pablo agustin y si estas suscrito eso esta muy bien y si sos miembro mucho mejor y si estas en españa mejor porque estoy ahi || o sea no ahora porque ahora estoy aca pero para cuando este viendo esto estoy ahi viernes sabado voy a estar esto es el miercoles viernes sabado voy a estar en barcelona madrid saques sus entradas pabloagustin com ar en el dia de || hoy les tenemos una programacion especial porque obviamente no soy futurologo no puedo prevenir las noticias que se vengan este miercoles me explico y yo me voy mañana entonces vamos a dejar algo grabadito les,https://www.youtube.com/watch?v=BvwlcIkG1WE,BvwlcIkG1WE,MI VIDA EN INGLATERRA - Vlog 8 | Cami Mayan,Cami Mayan,1033,existing_manifest_url_metadata_mismatch,11.54,none,false,true,blocked_source_not_found,"mapping_index=48; subtitles=; auto_subs=aa,ab,af,ak,am"
f49__RIVER_GAN_SUFRIENDO_VS_CIUDAD_DE_BOLIVAR_ALIVI,f49,RIVER GANÓ SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVI,199,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,80,125.57,254,que poquito river que poquito acaba de ganar river 1 a 0 contra ciudad de bolivar por esta primera instancia de la copa argentina || acaba de terminar el partido mama querida eh mama querida que espanto tener que sentarte en el sillon y ver a este river || que otra vez no te transmite nada y que parece ser que cada partido que plantea gallardo que por lo menos juegan estos jugadores es el peor,https://www.youtube.com/watch?v=0LeP3WlYEy0,0LeP3WlYEy0,RIVER GANÓ SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO.. PERO HASTA CUANDO? AL BORDE DEL PAPELÓN..,SantiGrizas19,1020,ytsearch_title,70.15,medium,false,true,mapped_medium,"mapping_index=49; subtitles=; auto_subs=aa,ab,af,ak,am"
f50__STORYTIME_3_Me_armo_unos_MATES_y_cuento_mi_PRIM,f50,STORYTIME #3  Me armo unos MATES y ¿cuento mi PRIM,76,clip_0000|clip_0002|clip_0003|clip_0004|clip_0005,80,140.29,535,amor cual fue nuestra primera cita para vos para mi nuestra primera cita fue || no lo vas a contar eso no lo podes contar amor te voy a robar un ratito de mi video || dale andre te voy a robar un ratito del video porque quiero que digas cual fue nuestra primera cita para vos,,,,,,not_found,0.0,none,false,false,blocked_source_not_found,mapping_index=50; subtitles=; auto_subs=
f51__Salt_del_balcon_-_storytime,f51,Salté del balcon - storytime,60,clip_0000|clip_0001|clip_0003|clip_0004|clip_0005,58,210.57,268,no te levantes hoy estoy desde la cama porque estoy indispuesta y estoy deprimida estoy indispuesta porque bueno gracias a dios y estoy deprimida || porque tuve un primer parcial hoy hace un rato y no quiero hablar del tema pero nada que se yo || expliquemos esta situacion estabamos en el viaje de egresados y la verdad es que no me acuerdo de que dia fue no me acuerdo perfectamente como fue todo acabo de hablar con ella intentamos atar los lazos de la noche y aca,https://www.youtube.com/watch?v=SlqbgCiX_Ko,SlqbgCiX_Ko,Salté del balcon - storytime,Marti Benza,539,ytsearch_title,100.0,high,false,true,mapped_high,"mapping_index=51; subtitles=; auto_subs=aa,ab,af,ak,am"
f52__Storytime_Cuando_perd_dos_amigos_por_polleras_J,f52,Storytime Cuando perdí dos amigos por polleras   J,48,clip_0000|clip_0004|clip_0005|clip_0006|clip_0007,84,119.17,227,hola gente como estan no estan pudiendo creerlo tres videos seguidos || dominado dominado todavia con mi novia no encuentro fallas en su logica || mis amigos me dicen dominado  yo cuando era chico hice una cancion,https://www.youtube.com/watch?v=CJkcXyfstQM,CJkcXyfstQM,7 Cosas que SOLO Hacen los AMIGOS FALSOS | Psych2Go,Psych2Go Español - Psicología Para Llevar,295,ytsearch_title,43.3,none,true,false,blocked_source_not_found,"mapping_index=52; subtitles=de,en,es,fr,it; auto_subs="
f53__TODO_el_COLEGIO_me_HAC_A_BULLYING..._StoryTime_C,f53,TODO el COLEGIO me HACÍA BULLYING... #StoryTime  C,180,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,83,235.99,277,bueno no se si se va a ver bien o que la verdad es que apa apa || apa me puse la linterna del alcatel hola a todos que tal yo soy kandeco pele y este es el nuevo video || bueno no se si en este video le voy a poner musica porque en realidad no se que ponerle si le pongo musica triste no es la idea del video no quiero que este video sea triste y le quiero,https://www.youtube.com/watch?v=FuhJNAxGULU,FuhJNAxGULU,TODO el COLEGIO me HACÍA BULLYING... #StoryTime | Cande Copello,Cande Copello,1774,ytsearch_title,88.24,high,true,true,mapped_high,"mapping_index=53; subtitles=live_chat; auto_subs=aa,ab,af,ak,am"
f54__TODOS_ODIAMOS_A_MILEI_PAULA_CHAVEZ_ESTA_PODRIDA,f54,"TODOS ODIAMOS A MILEI, PAULA CHAVEZ ESTA PODRIDA,",184,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,80,217.78,734,hola a todos mi nombre es pablo agustin y si estas suscripto eso esta muy bien y si sos miembro mucho mejor y si estas en españa mejor aun porque la semana que viene estoy ahi || entradas en pabloagustin com ar vamos a estar bueno aterrizo en malaga voy a estar tambien en madrid barcelona chequeen las fechas vayan a pabloagustin com ar y saquen sus entradas vengan y apenas aterrizo me voy a || trelew puerto madryn chubut bariloche el sur vamos vamos y bueno y despues de ahi,https://www.youtube.com/watch?v=5-o3JGf1taU,5-o3JGf1taU,"""TODOS ODIAMOS A MILEI"", PAULA CHAVEZ ESTA PODRIDA, EVITTA LUNA LE DIJERON DE TODO, COACHELLA Y MÁS",PabloAgustin,1992,ytsearch_title,66.67,low,false,true,needs_review,"mapping_index=54; subtitles=; auto_subs=aa,ab,af,ak,am"
f55__Tengo_30_Esto_LE_DIRIA_A_MI_YO_DE_20,f55,Tengo 30 Esto LE DIRIA A MI YO DE 20,56,clip_0009|clip_0014|clip_0016|clip_0020|clip_0021,80,161.8,269,esa es la historia me parecio muy graciosa tiene tres pisos abajo tiene como una sala de bateria esta buenisimo || entonces dejenme que me aclimate estoy hace tres dias en fin dibujaba mucho mi unica forma de expresarme con el mundo era dibujando de hecho antes decia mama y papa dije mama papa despues dibujaba cosas y || que es esto le decia y mi viejo tipo no se julian es ay pero que linda jirafa y yo decia no no es una jirafa y rompia todos los papeles todo nervioso todo tarado,https://www.youtube.com/watch?v=6iCLA80TjP4,6iCLA80TjP4,Tengo 30: Esto LE DIRIA A MI YO DE 20,JulianSerrano7,692,ytsearch_title,100.0,high,false,true,mapped_high,"mapping_index=55; subtitles=; auto_subs=aa,ab,af,ak,am"
f56__grwm_para_los_premios_idolo,f56,grwm para los premios idolo,38,clip_0009|clip_0010|clip_0011|clip_0013|clip_0017,83,122.03,202,a que hora se levanto se levanto a las 8 se tomo un cafe y se volvio a dormir despues se levanto || a las 10 se tomo un licuado y se volvio a dormir y despues la tuve que levantar a las 3 porque ya || estaban las joyas viniendo estaba viniendo el vestido y nosotros no estabamos a las 3 de la,https://www.youtube.com/watch?v=lVHNGa5Y2Ac,lVHNGa5Y2Ac,grwm para los premios idolo,Sofia Gonet,842,ytsearch_title,100.0,high,false,true,mapped_high,"mapping_index=56; subtitles=; auto_subs=aa,ab,af,ak,am"
f57__me_DETONE_a_una_COMPA_ERA_de_la_FACULTAD_en_el_BA,f57,me DETONE a una COMPAÑERA de la FACULTAD en el BAÑ,115,clip_0002|clip_0003|clip_0006|clip_0007|clip_0015,80,109.85,224,en 2019 amigos pasaron una banda de cosas me quiso coger el profe de masajes me quiso coger el dueño del gimnasio || mi primera alumna de personalizados la conoci en tinder me hizo un video en twitter || cuestion yo estaba saliendo con una mina que era muy linda antes de ir a la facultad y estaba saliendo con la mina que la mina era de ramos,https://www.youtube.com/watch?v=kB-X6im-pmw,kB-X6im-pmw,me DETONE a una COMPAÑERA de la FACULTAD en el BAÑO de la MATANZA | ANECDOTA Tomas Mazza,Mazzatomas,1122,ytsearch_title,73.53,medium,false,true,mapped_medium,"mapping_index=57; subtitles=; auto_subs=aa,ab,af,ak,am"
f58__me_pusieron_1_tampon,f58,me pusieron 1 tampon,73,clip_0004|clip_0007|clip_0008|clip_0009|clip_0011,80,246.96,272,nombres para sus partes intimas dejenlo en los comentarios me acuerdo cuando yo decia que la mia era mas patetica que mi nombre porque mi mama no me pude sacar ninguna selfie || porque lola ah entonces inteligente claro una lola lo lamento coqui porque venia exotico son todos bueno podes devolver esa cachucha || de diseño a su lugar de origen aca cabe declarar que mi popote o pajita es reutilizable asi que me pueden dejar decir esas señales de tortugas en todos los videos por favor en todos los videos tengo el mismo popote chicos,https://www.youtube.com/watch?v=pHIwfEbBt2A,pHIwfEbBt2A,me pusieron 1 tampon,Marti Benza,958,ytsearch_title,100.0,high,false,true,mapped_high,"mapping_index=58; subtitles=; auto_subs=aa,ab,af,ak,am"
f59__mi_primera_tapa_de_revista_gente,f59,mi primera tapa de revista gente ),48,clip_0004|clip_0005|clip_0006|clip_0009|clip_0016,82,145.02,973,chicos es mi primer video con el pelo corto porque me agarro un crisis de identidad y || me corte el pelo hace 3 dias asi que nada eso les queria contar que ya lo deben saber || porque esto encima lo voy a subir tarde pero bueno estoy en lo que llamamos desarrollo,https://www.youtube.com/watch?v=RRiq_aleHJ4,RRiq_aleHJ4,mi primera tapa de revista gente :),Sofia Gonet,710,ytsearch_title,100.0,high,false,false,mapped_high,mapping_index=59; subtitles=; auto_subs=
f60__que_pas_con_Roberto,f60,que pasó con Roberto,104,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,87,241.92,273,bueno eh hola youtube no se ni como empezar este video estuve pensando mucho tiempo en si hacer este video o no y llegue a la conclusion || de que si lo queria hacer por una razon que bueno se van a dar cuenta mas para el final del video para los que no saben hace mas de un año aproximadamente || tenia un loro que se llamaba roberto hice un par de videos con el pero despues de unos 3 o 4 meses de tenerlo fallecio hasta el dia de hoy sigue habiendo gente que me sigue,https://www.youtube.com/watch?v=jNwxklp3zAI,jNwxklp3zAI,que pasó con Roberto?,Mica Suarez,1038,ytsearch_title,100.0,high,false,true,mapped_high,"mapping_index=60; subtitles=; auto_subs=aa,ab,af,ak,am"
f61___POR_QU_MI_NOVIA_ME_DEJ_LUCAS_CASTEL,f61,¿POR QUÉ MI NOVIA ME DEJÓ  LUCAS CASTEL,58,clip_0001|clip_0002|clip_0003|clip_0004|clip_0005,82,112.36,208,porque se genero como una confianza con ustedes que yo les cuento demasiado demasiada informacion || que hasta a veces me asusta lo mucho que saben y una cosa que se las nombre varias veces en los videos es que yo solamente tuve una novia || ustedes ya saben que ella me dejo pero nunca explique el motivo la razon por que ella me dejo nunca lo explique,https://www.youtube.com/watch?v=ppKd6O25aWM,ppKd6O25aWM,¿POR QUÉ MI NOVIA ME DEJÓ? | LUCAS CASTEL,Lucas Castel :D,605,ytsearch_title,100.0,high,false,true,mapped_high,"mapping_index=61; subtitles=; auto_subs=aa,ab,af,ak,am"
