dataset_group,source_id,clip_id,clip_name,model_role,model_name,device,compute_type,audio_path,audio_gcs_path,transcript_path,transcript_gcs_path,text,language,duration,status,notes
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0087",clip_0087,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0087.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0087.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0087.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0087.txt,generó codec que antes no se generaba hoy la verdad jugó muy bien verá muy,es,5.589,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0088",clip_0088,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0088.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0088.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0088.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0088.txt,El partido de Fausto Vera de hoy fue el partido de un futbolista que entendió lo que se estaba jugando.,es,10.911,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0089",clip_0089,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0089.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0089.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0089.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0089.txt,"Después tenés, viste, rendimientos que son esporádicos, de colirio, alguna j...",es,4.509,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0090",clip_0090,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0090.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0090.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0090.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0090.txt,"jugada, pero River funcionó muy bien como equipo.",es,4.471,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0091",clip_0091,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0091.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0091.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0091.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0091.txt,"como equipo, Freitas entró bien, pero decide mal. Freitas generalmente es...",es,4.389,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0092",clip_0092,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0092.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0092.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0092.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0092.txt,"lo que pasa es que está muy pillo en la jugada del penal pero después hay jugada donde Freita decide mal, pero",es,4.911,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0094",clip_0094,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0094.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0094.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0094.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0094.txt,"porque es un pibe, porque este fue el partido más importante de su vida y si a la larga eso, o a la corta o en jugadas, eso lo podés pagar y hoy River",es,13.029,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0095",clip_0095,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0095.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0095.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0095.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0095.txt,Creo que con lo que tiene ha hecho un papel muy significativo.,es,9.751,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0096",clip_0096,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0096.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0096.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0096.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0096.txt,Y yo lo digo cada vez que puedo. Con Gallardo yo no sé si River clasificaba entre los ocho. ¿Y River está?,es,9.31,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0097",clip_0097,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0097.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0097.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0097.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0097.txt,"en una final, en una final.",es,5.67,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0098",clip_0098,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0098.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0098.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0098.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0098.txt,¿De dónde?,es,3.95,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0099",clip_0099,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0099.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0099.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0099.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0099.txt,"tenía. Acuérdense, hace poquito era Boca 6 de 6 en la Libertadores, ganándole arriba en el Monumental.",es,7.389,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0100",clip_0100,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0100.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0100.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0100.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0100.txt,"River generando, el técnico enojado porque los proyectos decíamos",es,3.751,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0101",clip_0101,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0101.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0101.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0101.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0101.txt,"¡Guau, mal! ¡Que se vayan todos! Hoy es River con el boleto a Córdoba y viendo a vos.",es,7.31,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0102",clip_0102,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0102.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0102.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0102.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0102.txt,el martes que si pierde queda fuera de la copa libertadores,es,6.55,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0103",clip_0103,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0103.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0103.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0103.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0103.txt,"Bueno, salvo que no gane la Católica, pero es fortísimo. La foto que veía.",es,5.87,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0104",clip_0104,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0104.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0104.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0104.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0104.txt,"terrible, era una foto el peor equipo desde la B era eso chicos",es,6.149,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0106",clip_0106,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0106.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0106.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0106.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0106.txt,lleva a pensar otra cosa que incluso el partido de esta noche no nos lleva a pensar,es,4.71,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0107",clip_0107,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0107.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0107.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0107.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0107.txt,otra cosa porque si no no se puede analizar fútbol no se puede analizar fútbol era,es,8.629,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0109",clip_0109,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0109.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0109.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0109.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0109.txt,le molestaba miren que cuando yo llegué acá estaba todo roto los jugadores con el entrenador,es,6.31,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0110",clip_0110,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0110.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0110.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0110.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0110.txt,"Y el tipo no paró de ganar, no paró de ganar.",es,4.029,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0111",clip_0111,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0111.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0111.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0111.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0111.txt,"Claro, perdió el más incómodo.",es,3.631,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0112",clip_0112,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0112.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0112.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0112.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0112.txt,"Que ya quedó, ¿saben dónde? El partido guerrero y el perdedor Pumuca.",es,5.99,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0113",clip_0113,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0113.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0113.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0113.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0113.txt,"Quedó a 15.000 kilómetros. Por supuesto, tiene que ganar en Córdoba y todo esto se va a...",es,7.15,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0115",clip_0115,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0115.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0115.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0115.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0115.txt,No gana en Córdoba o se potenciará lo bueno si es que logra levantar el campeonato local. Un campeonato local.,es,8.71,completed_asr,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0116",clip_0116,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/reconstructed_audio/clip_0116.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0116.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0116.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A/clip_0116.txt,que River se las esquivo en los últimos 10 años de su historia.,es,3.31,completed_asr,
