source_id,spk,titulo,clip_count,current_match_confidence,current_candidate_url,current_candidate_title,current_candidate_channel,failure_reason,example_clip_ids,example_texts,youtube_search_query_1,youtube_search_query_2,youtube_search_query_3,google_search_query,manual_url,manual_confidence,manual_notes
f04__BULLRICH_DESAF_A_a_KARINA_MILEI_con_el_3_ESTA_SE,f04,BULLRICH DESAFÍA a KARINA MILEI con el 3%  ESTA SE,97,medium,https://www.youtube.com/watch?v=Dp3FkqrX3a4,BULLRICH DESAFÍA a KARINA MILEI con el 3% | ESTA SEMANA EN SPRINGFIELD con Pedro ROSEMBLAT,GELATINA,blocked_alignment_failed=5|baseline_existing_only=9|low_alignment_score_present,clip_0008|clip_0009|clip_0010|clip_0011|clip_0012,porque esta lia porque estuvo bueno el guion || que sentis vos ian ayesa bienvenido nuevamente || que tal buenas tardes yo no se cuanta gente le ve en general,BULLRICH DESAFÍA a KARINA MILEI con el 3% ESTA SE,f04 BULLRICH DESAFÍA a KARINA MILEI con el 3% ESTA SE,porque esta lia porque estuvo bueno el guion,site:youtube.com BULLRICH DESAFÍA a KARINA MILEI con el 3% ESTA SE,,,
f46__Profesiones_Argentinas_PERIODISTAS_DEPORTIVOS_-_Te,f46,Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,90,low,https://www.youtube.com/watch?v=-WKw7c3bAmo,🎙️📚  4 Claves para Estudiar Periodismo Deportivo,Maty Salgado,match_confidence=low|blocked_source_not_found=90,clip_0003|clip_0005|clip_0006|clip_0007|clip_0011,mamita el futbol llegan a profesiones argentinas los periodistas deportivos || si queres cuando terminemos te lo cuento en general no lo digo || soy hincha de ferrocarril oeste lo que pasa es que aca viste en argentina como se vive el futbol es un poquito peligroso decirlo comentarlo,Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,f46 Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,mamita el futbol llegan a profesiones argentinas los periodistas deportivos,site:youtube.com Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,,,
f31__Me_estafaron,f31,Me estafaron,87,low,https://www.youtube.com/watch?v=GylXIMyYTtI,Esta vez si me estafaron,Jose Miguel Ross,match_confidence=low|blocked_source_not_found=87,clip_0000|clip_0001|clip_0004|clip_0005|clip_0006,hola gente como andan dia 640 mil de cuarentena este pelo yo tengo pensada ponerme un gorro y ocultar esta mierda que tengo aca este budin marmolado pero dije ya || esta algun dia cuando vea estos videos en un futuro me voy a reir y voy a decir ay marty que para la mierda que tenias el pelo esas cosas que venia pegando ahi son las luces led del orto que se vienen cayendo y me las tienen las re pelotas infladas || esta es la historia que les vengo a contar hoy tengo aca mi sanguchito de jamon queso huevo y aceituna,Me estafaron,f31 Me estafaron,hola gente como andan dia 640 mil de cuarentena este pelo yo tengo pensada ponerme un gorro y ocultar esta mierda que tengo aca este budin marmolado pero dije ya,site:youtube.com Me estafaron,,,
f35__PROFESIONES_ARGENTINAS_DIRECTORES_de_CASTING_-_Tel,f35,PROFESIONES ARGENTINAS DIRECTORES de CASTING - Tel,87,high,https://www.youtube.com/watch?v=lmqWZUIRdrI,PROFESIONES ARGENTINAS: DIRECTORES de CASTING - Telefe Noticias,Telefe Noticias,blocked_alignment_failed=2|baseline_existing_only=85|low_alignment_score_present,clip_0004|clip_0006|clip_0007|clip_0008|clip_0010,esta bueno escucharlos llegan hoy a profesiones argentinas los directores de casting || la verdad lo que hacemos es atajarnos y decir si hasta tal fecha no te llamamos es que es no || para mi la tarea mas dificil es decirle a alguien que no quedo,PROFESIONES ARGENTINAS DIRECTORES de CASTING - Tel,f35 PROFESIONES ARGENTINAS DIRECTORES de CASTING - Tel,esta bueno escucharlos llegan hoy a profesiones argentinas los directores de casting,site:youtube.com PROFESIONES ARGENTINAS DIRECTORES de CASTING - Tel,,,
f43__Profesiones_Argentinas_DUE_OS_de_SALONES_de_FIESTA,f43,Profesiones Argentinas DUEÑOS de SALONES de FIESTA,86,medium,https://www.youtube.com/watch?v=9nlaNAcv0Jo,Profesiones Argentinas: DUEÑOS de SALONES de FIESTA - Telefe Noticias,Telefe Noticias,blocked_alignment_failed=4|baseline_existing_only=82|low_alignment_score_present,clip_0004|clip_0005|clip_0006|clip_0007|clip_0008,quienes somos los dueños de salones || quien no puede fallar es el catering la comida es primordial || la gente la gente totalmente una fiesta vos la podes hacer en un galpon vacio y si la gente tiene buena onda te divertis,Profesiones Argentinas DUEÑOS de SALONES de FIESTA,f43 Profesiones Argentinas DUEÑOS de SALONES de FIESTA,quienes somos los dueños de salones,site:youtube.com Profesiones Argentinas DUEÑOS de SALONES de FIESTA,,,
f39__PROFESIONES_ARGENTINAS_GUARDAESPALDAS_-_Telefe_Not,f39,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,83,high,https://www.youtube.com/watch?v=pze2Br2TOjk,PROFESIONES ARGENTINAS: GUARDAESPALDAS - Telefe Noticias,Telefe Noticias,blocked_alignment_failed=4|baseline_existing_only=79|low_alignment_score_present,clip_0005|clip_0006|clip_0007|clip_0008|clip_0009,que nada nada les pase profesiones argentinas aca estan estos son muchas preguntas || los guardaespaldas quienes somos los guardaespaldas || el negro siempre intimida y mas cuando es de combate siempre fue el atuendo la vestimenta de seguridad de negro,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,f39 PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,que nada nada les pase profesiones argentinas aca estan estos son muchas preguntas,site:youtube.com PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,,,
f36__PROFESIONES_ARGENTINAS_FARMAC_UTICOS_-_Telefe_Noti,f36,PROFESIONES ARGENTINAS FARMACÉUTICOS - Telefe Noti,80,high,https://www.youtube.com/watch?v=i9VHB_aYdH0,PROFESIONES ARGENTINAS: FARMACÉUTICOS - Telefe Noticias,Telefe Noticias,blocked_alignment_failed=1|baseline_existing_only=79|low_alignment_score_present,clip_0003|clip_0004|clip_0006|clip_0007|clip_0008,si cuando el medico no esta a mano es de noche y que recurrimos || recurrimos a ellos llegan a profesiones argentinas los farmaceuticos || las pastillas para la ereccion para pedirte una ayuda en la pastillita azul,PROFESIONES ARGENTINAS FARMACÉUTICOS - Telefe Noti,f36 PROFESIONES ARGENTINAS FARMACÉUTICOS - Telefe Noti,si cuando el medico no esta a mano es de noche y que recurrimos,site:youtube.com PROFESIONES ARGENTINAS FARMACÉUTICOS - Telefe Noti,,,
f50__STORYTIME_3_Me_armo_unos_MATES_y_cuento_mi_PRIM,f50,STORYTIME #3  Me armo unos MATES y ¿cuento mi PRIM,76,none,,,,match_confidence=none|blocked_source_not_found=76,clip_0000|clip_0002|clip_0003|clip_0004|clip_0005,amor cual fue nuestra primera cita para vos para mi nuestra primera cita fue || no lo vas a contar eso no lo podes contar amor te voy a robar un ratito de mi video || dale andre te voy a robar un ratito del video porque quiero que digas cual fue nuestra primera cita para vos,STORYTIME #3 Me armo unos MATES y ¿cuento mi PRIM,f50 STORYTIME #3 Me armo unos MATES y ¿cuento mi PRIM,amor cual fue nuestra primera cita para vos para mi nuestra primera cita fue,site:youtube.com STORYTIME #3 Me armo unos MATES y ¿cuento mi PRIM,,,
f47__Profesiones_argentinas_GASTROENTER_LOGOS_TelefeNo,f47,Profesiones argentinas GASTROENTERÓLOGOS #TelefeNo,75,none,,,,match_confidence=none|blocked_source_not_found=75,clip_0004|clip_0005|clip_0006|clip_0007|clip_0008,todo repercute en nuestro aparato digestivo y como vivimos || y cuando nos sentimos mal los consultamos a ellos llegan a profesiones argentinas || los gastroenterologos quienes somos los medicos gastroenterologos,Profesiones argentinas GASTROENTERÓLOGOS #TelefeNo,f47 Profesiones argentinas GASTROENTERÓLOGOS #TelefeNo,todo repercute en nuestro aparato digestivo y como vivimos,site:youtube.com Profesiones argentinas GASTROENTERÓLOGOS #TelefeNo,,,
f41__PROFESIONES_ARGENTINAS_Los_SECRETOS_de_los_TAXIS,f41,PROFESIONES ARGENTINAS 🚖 Los SECRETOS de los TAXIS,73,none,https://www.youtube.com/watch?v=CGfaaUm87Uk,Un SIMULADOR DE SER TAXISTA EXTREMO 🤯🚕,ChuuyMine,match_confidence=none|blocked_source_not_found=73,clip_0001|clip_0002|clip_0003|clip_0004|clip_0006,uno es arriba del auto como es abajo del auto el que es agresivo abajo es agresivo arriba y asi || nos manejan mal siempre estan apurados relativamente mal manejamos relativamente bien || manejamos muy mal la mayoria maneja mal manejan muy mal,PROFESIONES ARGENTINAS 🚖 Los SECRETOS de los TAXIS,f41 PROFESIONES ARGENTINAS 🚖 Los SECRETOS de los TAXIS,uno es arriba del auto como es abajo del auto el que es agresivo abajo es agresivo arriba y asi,site:youtube.com PROFESIONES ARGENTINAS 🚖 Los SECRETOS de los TAXIS,,,
f44__Profesiones_Argentinas_EMPLEADOS_de_PANADER_AS_-_T,f44,Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,73,none,https://www.youtube.com/watch?v=LnmJcWJG3WQ,Ronnie Arias destrozó a Ernestina Pais,América TV,match_confidence=none|blocked_source_not_found=73,clip_0004|clip_0006|clip_0007|clip_0008|clip_0009,llegan a profesiones argentinas los empleados de panaderia || el indeciso ese cliente que entra y tenes que contarle de que esta hecho todo || y tal vez se lleva un alfajor ejemplo vino una señora me hizo pesar unas masitas envolvi papel y todo,Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,f44 Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,llegan a profesiones argentinas los empleados de panaderia,site:youtube.com Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,,,
f58__me_pusieron_1_tampon,f58,me pusieron 1 tampon,73,high,https://www.youtube.com/watch?v=pHIwfEbBt2A,me pusieron 1 tampon,Marti Benza,blocked_alignment_failed=12|baseline_existing_only=61|low_alignment_score_present,clip_0004|clip_0007|clip_0008|clip_0009|clip_0011,nombres para sus partes intimas dejenlo en los comentarios me acuerdo cuando yo decia que la mia era mas patetica que mi nombre porque mi mama no me pude sacar ninguna selfie || porque lola ah entonces inteligente claro una lola lo lamento coqui porque venia exotico son todos bueno podes devolver esa cachucha || de diseño a su lugar de origen aca cabe declarar que mi popote o pajita es reutilizable asi que me pueden dejar decir esas señales de tortugas en todos los videos por favor en todos los videos tengo el mismo popote chicos,me pusieron 1 tampon,f58 me pusieron 1 tampon,nombres para sus partes intimas dejenlo en los comentarios me acuerdo cuando yo decia que la mia era mas patetica que mi nombre porque mi mama no me pude sacar ninguna selfie,site:youtube.com me pusieron 1 tampon,,,
f37__PROFESIONES_ARGENTINAS_GINEC_LOGOS_-_Telefe_Notici,f37,PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,68,high,https://www.youtube.com/watch?v=eX1x7KhopTo,PROFESIONES ARGENTINAS: GINECÓLOGOS - Telefe Noticias,Telefe Noticias,blocked_alignment_failed=1|baseline_existing_only=67|low_alignment_score_present,clip_0005|clip_0006|clip_0007|clip_0009|clip_0010,lujo genital irregularidades menstruales menstruaciones abundantes || el honguito menstruaciones muy abundantes menstruaciones que duran mucho tiempo || hoy por hoy estamos viendo cada vez mas cancer de mama y principalmente cancer de mama en pacientes jovenes,PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,f37 PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,lujo genital irregularidades menstruales menstruaciones abundantes,site:youtube.com PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,,,
f40__PROFESIONES_ARGENTINAS_KINESI_LOGOS_-_Telefe_Notic,f40,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,62,high,https://www.youtube.com/watch?v=sVyVxKt0UBE,PROFESIONES ARGENTINAS: KINESIÓLOGOS - Telefe Noticias,Telefe Noticias,baseline_existing_only=62|low_alignment_score_present,clip_0004|clip_0005|clip_0006|clip_0007|clip_0008,es aquel paciente que no quiere escuchar el que no confia en el tratamiento || el peor es el que quizas no logras ganar su confianza || es aquel que hace todo mal come mal mucho tiene sedentarismo no tiene este romance con el sofa y le encanta ver series y nunca va al gimnasio ni hace deporte,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,f40 PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,es aquel paciente que no quiere escuchar el que no confia en el tratamiento,site:youtube.com PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,,,
f51__Salt_del_balcon_-_storytime,f51,Salté del balcon - storytime,60,high,https://www.youtube.com/watch?v=SlqbgCiX_Ko,Salté del balcon - storytime,Marti Benza,blocked_alignment_failed=14|baseline_existing_only=46|low_alignment_score_present,clip_0000|clip_0001|clip_0003|clip_0004|clip_0005,no te levantes hoy estoy desde la cama porque estoy indispuesta y estoy deprimida estoy indispuesta porque bueno gracias a dios y estoy deprimida || porque tuve un primer parcial hoy hace un rato y no quiero hablar del tema pero nada que se yo || expliquemos esta situacion estabamos en el viaje de egresados y la verdad es que no me acuerdo de que dia fue no me acuerdo perfectamente como fue todo acabo de hablar con ella intentamos atar los lazos de la noche y aca,Salté del balcon - storytime,f51 Salté del balcon - storytime,no te levantes hoy estoy desde la cama porque estoy indispuesta y estoy deprimida estoy indispuesta porque bueno gracias a dios y estoy deprimida,site:youtube.com Salté del balcon - storytime,,,
f61___POR_QU_MI_NOVIA_ME_DEJ_LUCAS_CASTEL,f61,¿POR QUÉ MI NOVIA ME DEJÓ  LUCAS CASTEL,58,high,https://www.youtube.com/watch?v=ppKd6O25aWM,¿POR QUÉ MI NOVIA ME DEJÓ? | LUCAS CASTEL,Lucas Castel :D,blocked_alignment_failed=1|baseline_existing_only=57|low_alignment_score_present,clip_0001|clip_0002|clip_0003|clip_0004|clip_0005,porque se genero como una confianza con ustedes que yo les cuento demasiado demasiada informacion || que hasta a veces me asusta lo mucho que saben y una cosa que se las nombre varias veces en los videos es que yo solamente tuve una novia || ustedes ya saben que ella me dejo pero nunca explique el motivo la razon por que ella me dejo nunca lo explique,¿POR QUÉ MI NOVIA ME DEJÓ LUCAS CASTEL,f61 ¿POR QUÉ MI NOVIA ME DEJÓ LUCAS CASTEL,porque se genero como una confianza con ustedes que yo les cuento demasiado demasiada informacion,site:youtube.com ¿POR QUÉ MI NOVIA ME DEJÓ LUCAS CASTEL,,,
f45__Profesiones_Argentinas_ENCARGADOS_de_CATERING_Tel,f45,Profesiones Argentinas ENCARGADOS de CATERING #Tel,56,none,https://www.youtube.com/watch?v=S0aUTzz362I,"Pichu Straneo imita y ""vende humo"" en #TodoPasa",Urbana Play 104.3 FM,match_confidence=none|blocked_source_not_found=56,clip_0005|clip_0006|clip_0007|clip_0008|clip_0009,el peor invitado es el que quiere sobresalir es el que se mete a la cocina || para mi es el que exige y te das cuenta que no sabe nada se queja por deporte que si la carne esta cruda o que esta muy pasada || o que esta fria es alguien que esta buscando que es lo que no funciona que no trabaja es el que no sabe,Profesiones Argentinas ENCARGADOS de CATERING #Tel,f45 Profesiones Argentinas ENCARGADOS de CATERING #Tel,el peor invitado es el que quiere sobresalir es el que se mete a la cocina,site:youtube.com Profesiones Argentinas ENCARGADOS de CATERING #Tel,,,
f55__Tengo_30_Esto_LE_DIRIA_A_MI_YO_DE_20,f55,Tengo 30 Esto LE DIRIA A MI YO DE 20,56,high,https://www.youtube.com/watch?v=6iCLA80TjP4,Tengo 30: Esto LE DIRIA A MI YO DE 20,JulianSerrano7,blocked_alignment_failed=1|baseline_existing_only=55|low_alignment_score_present,clip_0009|clip_0014|clip_0016|clip_0020|clip_0021,esa es la historia me parecio muy graciosa tiene tres pisos abajo tiene como una sala de bateria esta buenisimo || entonces dejenme que me aclimate estoy hace tres dias en fin dibujaba mucho mi unica forma de expresarme con el mundo era dibujando de hecho antes decia mama y papa dije mama papa despues dibujaba cosas y || que es esto le decia y mi viejo tipo no se julian es ay pero que linda jirafa y yo decia no no es una jirafa y rompia todos los papeles todo nervioso todo tarado,Tengo 30 Esto LE DIRIA A MI YO DE 20,f55 Tengo 30 Esto LE DIRIA A MI YO DE 20,esa es la historia me parecio muy graciosa tiene tres pisos abajo tiene como una sala de bateria esta buenisimo,site:youtube.com Tengo 30 Esto LE DIRIA A MI YO DE 20,,,
f38__PROFESIONES_ARGENTINAS_GOMEROS_-_Telefe_Noticias,f38,PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,55,high,https://www.youtube.com/watch?v=IeG6Tkv1f7g,PROFESIONES ARGENTINAS: GOMEROS - Telefe Noticias,Telefe Noticias,blocked_alignment_failed=2|baseline_existing_only=53|low_alignment_score_present,clip_0004|clip_0006|clip_0007|clip_0008|clip_0009,se pueden convertir en verdaderos salvadores hoy en profesiones argentinas mitos y verdades de ellos los gomeros || un domingo no abre nadie entonces el que esta el domingo aprovecha despues un horario si || en la ruta siempre con lo que sea cubiertas farches camaras lo que sea siempre se aprovechan en la ruta,PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,f38 PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,se pueden convertir en verdaderos salvadores hoy en profesiones argentinas mitos y verdades de ellos los gomeros,site:youtube.com PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,,,
f34__PRIMERA_VEZ_que_me_ROBARON_AN_CDOTA,f34,PRIMERA VEZ que me ROBARON  ANÉCDOTA,48,high,https://www.youtube.com/watch?v=IveINHvLLLI,PRIMERA VEZ que me ROBARON | ANÉCDOTA,Mazzatomas,blocked_alignment_failed=4|baseline_existing_only=44|low_alignment_score_present,clip_0000|clip_0001|clip_0003|clip_0004|clip_0005,ey para ya conte todo pero bueno esta es una anecdota que literalmente para mi es la mas bizarra de todas las que me ha pasado en la vida es muy grande esta anecdota yo cuando tenia 13 años iba siempre || al shopping de voto para levantarme guachas para sacar numeros que esto que lo otro pum pam pum yo iba con mi amigo kevin me acuerdo y que pasa en de voto paraban todos || nada eran picantes no entonces como que de voto como que estaban medio como que nadie queria ir a de voto porque estaban esos pibes eran pibes que buscaban problemas no buscaban problemas y yo me acuerdo que yo iba al,PRIMERA VEZ que me ROBARON ANÉCDOTA,f34 PRIMERA VEZ que me ROBARON ANÉCDOTA,ey para ya conte todo pero bueno esta es una anecdota que literalmente para mi es la mas bizarra de todas las que me ha pasado en la vida es muy grande esta anecdota yo cuando teni,site:youtube.com PRIMERA VEZ que me ROBARON ANÉCDOTA,,,
f52__Storytime_Cuando_perd_dos_amigos_por_polleras_J,f52,Storytime Cuando perdí dos amigos por polleras   J,48,none,https://www.youtube.com/watch?v=CJkcXyfstQM,7 Cosas que SOLO Hacen los AMIGOS FALSOS | Psych2Go,Psych2Go Español - Psicología Para Llevar,match_confidence=none|blocked_source_not_found=48,clip_0000|clip_0004|clip_0005|clip_0006|clip_0007,hola gente como estan no estan pudiendo creerlo tres videos seguidos || dominado dominado todavia con mi novia no encuentro fallas en su logica || mis amigos me dicen dominado  yo cuando era chico hice una cancion,Storytime Cuando perdí dos amigos por polleras J,f52 Storytime Cuando perdí dos amigos por polleras J,hola gente como estan no estan pudiendo creerlo tres videos seguidos,site:youtube.com Storytime Cuando perdí dos amigos por polleras J,,,
f17__La_PRIMERA_VEZ_que_fui_a_un_TEL0_-_ANECDOTA_Tomas,f17,La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,46,high,https://www.youtube.com/watch?v=tZoSfWiOffk,La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas Mazza,Mazzatomas,blocked_alignment_failed=8|baseline_existing_only=38|low_alignment_score_present,clip_0002|clip_0004|clip_0006|clip_0007|clip_0009,la primera vez que fui a un telo amigos fue en año nuevo de 2019 el año nuevo que es para 2020 || ya me la vio me pongo nervioso me pongo nervioso con mis amigos habiamos arreglado de ir a una joda la joda era en palermo yo antes de ir a la joda yo estaba con una buena chica por instagram estaba re || como que yo la queria ver y la mina iba a una plaza y yo queria ir a esa plaza pero que pasa mis amigos querian ir a la joda mia yo no queria ir a la joda yo queria ir con la mina porque queria estar con la mina,La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,f17 La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,la primera vez que fui a un telo amigos fue en año nuevo de 2019 el año nuevo que es para 2020,site:youtube.com La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,,,
f32__POR_ESTO_ME_FUI_DE_LAS_REDES.,f32,POR ESTO ME FUI DE LAS REDES.,45,high,https://www.youtube.com/watch?v=m0qw04O0XIY,POR ESTO ME FUI DE LAS REDES.,JulianSerrano7,baseline_existing_only=45|low_alignment_score_present,clip_0001|clip_0003|clip_0004|clip_0005|clip_0006,por que volviste a subir este video a youtube que esta bastante abandonado el canal yo se gente que esta abandonada el canal || que ya estoy desapegado del resultado lo hago || por el momento en que yo empece a subir videos que era por porque si porque sentia la necesidad de hacerlo,POR ESTO ME FUI DE LAS REDES.,f32 POR ESTO ME FUI DE LAS REDES.,por que volviste a subir este video a youtube que esta bastante abandonado el canal yo se gente que esta abandonada el canal,site:youtube.com POR ESTO ME FUI DE LAS REDES.,,,
f24__ME_ROBAN_Y_CASI_ME_MATAN_StoryTime_LUCAS_CASTEL,f24,ME ROBAN Y CASI ME MATAN #StoryTime  LUCAS CASTEL,40,high,https://www.youtube.com/watch?v=sJ3XShU8Ihg,ME ROBAN Y CASI ME MATAN #StoryTime | LUCAS CASTEL,Lucas Castel :D,blocked_alignment_failed=2|baseline_existing_only=38|low_alignment_score_present,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,oh mas vale que me des el telefono todo porque te disparo entendes no amigo no me robes porque compre celular hace poco y la verdad no me gusta que me roben a mi sabes ah bueno tranqui no no te robo me voy al cine mejor || dale gracias che buen finde bienvenidos amigos como estan sean bienvenidos a otro video mas gente estoy muy contento porque el dia de hoy despues de tanto tiempo traigo un story time ya paso || mucho tiempo meses del anterior con la historia que vengo hoy es sobre algo grave no sobre robo seas del pais que seas yo creo que alguna vez estuviste en una situacion peligrosa por ejemplo yo soy de argentina y cuando viajo a otros paises,ME ROBAN Y CASI ME MATAN #StoryTime LUCAS CASTEL,f24 ME ROBAN Y CASI ME MATAN #StoryTime LUCAS CASTEL,oh mas vale que me des el telefono todo porque te disparo entendes no amigo no me robes porque compre celular hace poco y la verdad no me gusta que me roben a mi sabes ah bueno tra,site:youtube.com ME ROBAN Y CASI ME MATAN #StoryTime LUCAS CASTEL,,,
f56__grwm_para_los_premios_idolo,f56,grwm para los premios idolo,38,high,https://www.youtube.com/watch?v=lVHNGa5Y2Ac,grwm para los premios idolo,Sofia Gonet,blocked_alignment_failed=3|baseline_existing_only=35|low_alignment_score_present,clip_0009|clip_0010|clip_0011|clip_0013|clip_0017,a que hora se levanto se levanto a las 8 se tomo un cafe y se volvio a dormir despues se levanto || a las 10 se tomo un licuado y se volvio a dormir y despues la tuve que levantar a las 3 porque ya || estaban las joyas viniendo estaba viniendo el vestido y nosotros no estabamos a las 3 de la,grwm para los premios idolo,f56 grwm para los premios idolo,a que hora se levanto se levanto a las 8 se tomo un cafe y se volvio a dormir despues se levanto,site:youtube.com grwm para los premios idolo,,,
f14__LA_CHABONA_X_RAMI_BILBAO_DIVAS_DIARY_ABITARE_10,f14,LA CHABONA X RAMI BILBAO  DIVAS DIARY  ABITARE  10,26,high,https://www.youtube.com/watch?v=FX1Qc3qiMpQ,LA CHABONA X RAMI BILBAO | DIVAS DIARY | ABITARE | 10-12-25,Abitare,blocked_alignment_failed=23|baseline_existing_only=3|low_alignment_score_present,clip_0066|clip_0072|clip_0094|clip_0148|clip_0150,me entendes por eso a raiz de todas las cicatrices ah por eso las cicatrices sabe || sentiste mucha culpa te sentiste culpable por haber perdido no culpable yo no || claro iba a ser reluchador claro iba a ser reluchador pero bueno insistio hasta donde pudo,LA CHABONA X RAMI BILBAO DIVAS DIARY ABITARE 10,f14 LA CHABONA X RAMI BILBAO DIVAS DIARY ABITARE 10,me entendes por eso a raiz de todas las cicatrices ah por eso las cicatrices sabe,site:youtube.com LA CHABONA X RAMI BILBAO DIVAS DIARY ABITARE 10,,,
f08__EL_DIA_QUE_CASI_MATO_A_MI_TIO_An_cdota_real,f08,EL DIA QUE CASI MATO A MI TIO (Anécdota real),23,high,https://www.youtube.com/watch?v=Yqe3Z8zVS_A,EL DIA QUE CASI MATO A MI TIO (Anécdota real),Lucas Castel :D,low_alignment_score_present,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,bienvenidos amigos como estan les doy la bienvenida a una anecdota graciosa hoy les voy a contar una historia real como se dice story time algo que es real algo que paso y que realmente casi || termino de una manera muy tragica porque fue un cago de risa lo que paso es una de las anecdotas de las experiencias que me han pasado en la vida mas raras y quedense hasta el final del video porque no lo van a poder creer es como lucas || como carajo paso eso antes que nada muchas gracias por dar me gusta al video compartilo con sus amigos suscribete al canal y activa la campanita todo eso que ustedes saben asi que ponete comodo comoda ahi en tu casa porque te voy,EL DIA QUE CASI MATO A MI TIO (Anécdota real),f08 EL DIA QUE CASI MATO A MI TIO (Anécdota real),bienvenidos amigos como estan les doy la bienvenida a una anecdota graciosa hoy les voy a contar una historia real como se dice story time algo que es real algo que paso y que real,site:youtube.com EL DIA QUE CASI MATO A MI TIO (Anécdota real),,,
f10__El_mensaje_de_Coscu_sobre_EL_AMOR,f10,El mensaje de Coscu sobre EL AMOR,7,none,https://www.youtube.com/watch?v=HxbDNIhQ4xU,"La convivencia, no muy buena idea: Fernando Sanjiao at TEDxUTN",TEDx Talks,match_confidence=none|blocked_source_not_found=7,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,yo me vine a preguntar aca corte con mi novia estoy re mal se que es una catastrofe pero despues de la catastrofe || viene una etapa increible para nosotros saben cual es || cuando hacemos el duelo cuando nos tomamos nuestro tiempo cuando lloramos lloramos lloramos,El mensaje de Coscu sobre EL AMOR,f10 El mensaje de Coscu sobre EL AMOR,yo me vine a preguntar aca corte con mi novia estoy re mal se que es una catastrofe pero despues de la catastrofe,site:youtube.com El mensaje de Coscu sobre EL AMOR,,,
