dataset_group,source_id,clip_id,split,spk,titulo,source_url,source_video_id,start_time,end_time,mp4_visual_roi_path,npz_path,clip_with_audio_path,existing_text,large_text,turbo_text,clean_gpt_text,selected_training_text,text_source,clean_status,clean_confidence,patch_count,alignment_confidence,asr_status,gpt_status,usable_for_training,usable_for_eval,needs_review,failure_reason,notes
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0232,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1097.36,1103.63,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0232.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0232.npz,,es el medio que digo que humildad ivan de pineda pampita esa gente que vos decis es buena te aconseja,,,,es el medio que digo que humildad ivan de pineda pampita esa gente que vos decis es buena te aconseja,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0233,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1103.64,1107.63,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0233.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0233.npz,,santi del moro tambien que te mandan un mensajito y digo yo aspiro a ser asi tambien,,,,santi del moro tambien que te mandan un mensajito y digo yo aspiro a ser asi tambien,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0238,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1129.28,1133.95,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0238.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0238.npz,,aristas pero resumidamente podemos hacer una lista de la,,,,aristas pero resumidamente podemos hacer una lista de la,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0239,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1133.96,1137.27,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0239.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0239.npz,,cantidad de hay una juli poggio emprendedora grande,,,,cantidad de hay una juli poggio emprendedora grande,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0240,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1137.28,1142.63,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0240.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0240.npz,,si podemos hacer una lista de entre emprendimientos barra trabajos que vos tenes y que llevas a cabo,,,,si podemos hacer una lista de entre emprendimientos barra trabajos que vos tenes y que llevas a cabo,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0241,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1142.64,1145.789,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0241.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0241.npz,,estas en el streaming bueno a ver streaming si hecho de conduccion aca es a conduccion,,,,estas en el streaming bueno a ver streaming si hecho de conduccion aca es a conduccion,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0242,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1145.799,1150.71,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0242.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0242.npz,,llaman a un evento para conducir vas estas ahi si he hecho si bueno modelo,,,,llaman a un evento para conducir vas estas ahi si he hecho si bueno modelo,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0243,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1150.72,1157.789,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0243.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0243.npz,,modelo bailarina bailarina estamos en cuatro actriz actriz porque bueno actua de muy chiquita,,,,modelo bailarina bailarina estamos en cuatro actriz actriz porque bueno actua de muy chiquita,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0244,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1157.799,1162.75,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0244.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0244.npz,,obvio obvio cantante porque tengo un disco si o belura sanchez y medio animadora infantil tambien lo puedo decir,,,,obvio obvio cantante porque tengo un disco si o belura sanchez y medio animadora infantil tambien lo puedo decir,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0245,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1162.76,1169.029,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0245.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0245.npz,,tambien animadora fijate tengo mi marca de maquillajes tengo tu marca de maquillajes ahi esta la empresaria bien,,,,tambien animadora fijate tengo mi marca de maquillajes tengo tu marca de maquillajes ahi esta la empresaria bien,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0246,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1169.039,1174.39,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0246.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0246.npz,,mi vivero cafe vivero que es impresionante con mi familia vi el video con la chica de branch que es espectacular este video,,,,mi vivero cafe vivero que es impresionante con mi familia vi el video con la chica de branch que es espectacular este video,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0247,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1174.4,1178.669,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0247.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0247.npz,,modelo ya dijimos modelo ya dijimos influencer influencer es verdad influencer muy bien ok,,,,modelo ya dijimos modelo ya dijimos influencer influencer es verdad influencer muy bien ok,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0248,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1178.679,1183.31,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0248.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0248.npz,,ustedes que estan de otro lado viste que ahi esta la gente a que se dedica juli a diez cosas distintas,,,,ustedes que estan de otro lado viste que ahi esta la gente a que se dedica juli a diez cosas distintas,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0250,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1187.159,1194.99,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0250.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0250.npz,,diez cosas y las hace sostenidamente digo tenes que estar como pendiente del vivero pendiente de los maquillajes,,,,diez cosas y las hace sostenidamente digo tenes que estar como pendiente del vivero pendiente de los maquillajes,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0251,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1195.0,1199.71,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0251.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0251.npz,,mas o menos mas o menos esa parte de empresaria digamos es como un poquito mas inversora,,,,mas o menos mas o menos esa parte de empresaria digamos es como un poquito mas inversora,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0252,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1199.72,1204.59,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0252.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0252.npz,,ok ah bueno que tu bien que lo digas es algo que me deja tranquila saber que pase lo que pase yo tengo como otro trabajo en,,,,ok ah bueno que tu bien que lo digas es algo que me deja tranquila saber que pase lo que pase yo tengo como otro trabajo en,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0253,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1204.6,1209.549,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0253.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0253.npz,,mi vida algo que es mio pero mis papas trabajan mucho en el vivero la verdad,,,,mi vida algo que es mio pero mis papas trabajan mucho en el vivero la verdad,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0254,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1209.559,1214.909,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0254.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0254.npz,,estan todos los dias ahi le va super bien raiza si en pilar es muy lindo,,,,estan todos los dias ahi le va super bien raiza si en pilar es muy lindo,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0255,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1214.919,1217.63,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0255.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0255.npz,,es un vivero cafe estas rodeado de naturaleza quiero ir la verdad lo digo,,,,es un vivero cafe estas rodeado de naturaleza quiero ir la verdad lo digo,existing_text,baseline_existing_only,low,0,low,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0256,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1217.64,1224.63,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0256.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0256.npz,,tienes que ir tengo que ir porque aparte mis papas atienden estan ahi pendientes a cada cosita aconsejar con,,,,tienes que ir tengo que ir porque aparte mis papas atienden estan ahi pendientes a cada cosita aconsejar con,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0257,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1224.64,1228.47,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0257.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0257.npz,,las plantas y la verdad que le tengo que dar si su merito,,,,las plantas y la verdad que le tengo que dar si su merito,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0258,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1228.48,1236.029,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0258.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0258.npz,,su merito a ellos si como se lleva esta cuestion recien hablabamos de tu hermana en gh respecto de tambien,,,,su merito a ellos si como se lleva esta cuestion recien hablabamos de tu hermana en gh respecto de tambien,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0259,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1236.039,1237.99,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0259.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0259.npz,,ella porque por algo se metio de trabajar de algo parecido,,,,ella porque por algo se metio de trabajar de algo parecido,existing_text,baseline_existing_only,low,0,low,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0260,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1238.0,1242.149,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0260.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0260.npz,,tambien es influencer tambien es modelo cuanto hay de apoyo tuyo de ayuda,,,,tambien es influencer tambien es modelo cuanto hay de apoyo tuyo de ayuda,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0261,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1242.159,1246.029,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0261.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0261.npz,,y tambien como hermana se aman,,,,y tambien como hermana se aman,existing_text,baseline_existing_only,low,0,low,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0262,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1246.039,1250.31,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0262.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0262.npz,,pero tambien debes pensar que suerte la de mi hermana que tuvo una referente que,,,,pero tambien debes pensar que suerte la de mi hermana que tuvo una referente que,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0263,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1250.32,1257.47,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0263.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0263.npz,,vos no la tuviste digamos bueno ella trabaja desde muy chiquita tambien hizo una novela con swar que se llamaba solamente vos cuando era bebe bebe,,,,vos no la tuviste digamos bueno ella trabaja desde muy chiquita tambien hizo una novela con swar que se llamaba solamente vos cuando era bebe bebe,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0264,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1257.48,1262.39,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0264.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0264.npz,,despues hizo mucho teatro hicimos juntas el proyecto de zoom que era el de los niños,,,,despues hizo mucho teatro hicimos juntas el proyecto de zoom que era el de los niños,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0265,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1262.4,1267.95,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0265.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0265.npz,,y es una persona muy talentosa pero viste esa gente,,,,y es una persona muy talentosa pero viste esa gente,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0266,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1267.96,1272.39,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0266.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0266.npz,,que en la vida tiene como un corazon y es un golpe de suerte que le pasan cosas super locas,,,,que en la vida tiene como un corazon y es un golpe de suerte que le pasan cosas super locas,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0267,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1272.4,1277.07,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0267.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0267.npz,,tipo no se una vez la llamaron para hacer un programa en abu dhabi que era con toda,,,,tipo no se una vez la llamaron para hacer un programa en abu dhabi que era con toda,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0268,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1277.08,1280.51,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0268.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0268.npz,,gente de diferentes partes del mundo medio como un reality jodiendo si,,,,gente de diferentes partes del mundo medio como un reality jodiendo si,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0269,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1280.52,1287.39,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0269.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0269.npz,,y de argentina fue ella ponele esas cosas que le pasan como esa gente que no necesita como esforzarse tanto y le pasan cosas lindas,,,,y de argentina fue ella ponele esas cosas que le pasan como esa gente que no necesita como esforzarse tanto y le pasan cosas lindas,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13::JULI POGGIO EN FERNÉ CON GREGO::clip_0270,train,f13,JULI POGGIO EN FERNÉ CON GREGO,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,1287.4,1293.11,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0270.mp4,gs://labios-argentos-vsr-dataset/lip_rois/JULI POGGIO EN FERNÉ CON GREGO/clip_0270.npz,,si siento que capaz es ella de las dos viste mas angelada por ese lado,,,,si siento que capaz es ella de las dos viste mas angelada por ese lado,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
