titulo,clip,n_frames,luma_media,frac_oscuros,movimiento_global,actividad_boca,textura_boca,estado,razones,texto
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0087,97,176.84,0.0,7.224,21.1,84.31,keep,,que si bien arranco flojo el año tuvo momentos donde jugo bien
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0088,93,166.8,0.0,7.902,21.506,89.25,keep,,14 partidos invictos con 8 victorias que gano un superclasico
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0089,100,177.25,0.0,7.473,22.157,81.79,keep,,que gano los primeros dos partidos de libertadores que parecia que boca se estaba armando lindo
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0090,99,177.88,0.0,6.456,22.938,89.09,keep,,termina volviendo a fracasar
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0091,99,177.55,0.0,7.154,17.385,82.61,keep,,y termina volviendo a tirar un año a la basura ya termino ese semestre
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0092,116,176.56,0.0,6.532,18.895,86.48,keep,,y ya sabes que este año va a quedar manchado por esta derrota es el tercer año consecutivo
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0093,135,169.16,0.0,6.149,21.375,102.73,keep,,en el cual boca fracasa de esta manera y alguno me dira davo vos queres que solamente de los jugadores esta derrota
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0094,137,168.85,0.0,5.195,22.304,97.55,keep,,o queres que de uva nomas seria demasiado ingenuo creer eso
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0095,143,172.01,0.0,6.653,19.957,92.9,keep,,hasta manimo asin seria demasiado estupido creer eso todos sabemos que aca el responsable es riquelme
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0096,108,180.98,0.0,6.202,18.508,78.64,keep,,y es la verdad no descubro nada diciendo esto riquelme es el presidente de boca
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0097,109,182.01,0.0,6.338,16.4,82.76,keep,,riquelme es el que arma el plantel riquelme es el que contrata al entrenador
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0098,93,174.18,0.0,6.292,19.928,91.01,keep,,y asi como cuando boca tuvo 14 partidos jugando bien
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0099,127,175.51,0.0,7.881,19.946,90.32,keep,,y uva le encontro la mano al equipo y habia que reconocer eso
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0100,105,179.15,0.0,5.957,18.729,91.38,keep,,tambien es cierto que boca bajo la gestion de riquelme presidia
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0101,110,183.24,0.0,6.116,17.811,79.5,keep,,y el presidente es papelon tras papelon y me duele el alma tener que decir esto
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0102,80,178.22,0.0,5.536,19.607,83.93,keep,,porque soy la persona que mas quiere que boca gane
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0103,107,179.53,0.0,6.084,16.87,81.48,keep,,soy la persona que mas quiere que raman triunfe en el club pero vayamos a los hechos
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0104,86,184.54,0.0,6.17,18.432,79.39,keep,,pasamos a las cosas logicas no se puede defender lo indefendible
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0105,101,181.5,0.0,7.851,23.717,87.35,keep,,boca acaba de quedar afuera en fase de grupo de la copa libertadores y local contra universidad catolica
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0106,146,176.9,0.0,6.992,21.681,86.54,keep,,es un papelon gigantesco es un papelon indefendible no hay argumento para creer
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0107,79,182.17,0.0,6.233,17.522,84.69,keep,,que esta gestion deportiva de esta dirigencia es defendible
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0108,82,186.35,0.0,6.701,19.481,85.41,keep,,y me duele pero la realidad porque no hay argumento para creer que esta gestion deportiva no es solamente esta
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0109,133,180.2,0.0,7.183,21.629,86.34,keep,,es acumulativo ustedes se creen que yo voy a matar a un dirigente por un año malo
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0110,82,176.51,0.0,6.391,18.664,81.83,keep,,lamentablemente la derrota de boca hoy la eliminacion de boca hoy en copa libertadores
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0111,122,175.6,0.0,5.654,20.61,88.64,keep,,es lo que se merece boca por lo que mostro en este semestre
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0112,114,181.26,0.0,5.886,17.005,74.56,keep,,por lo que mostro en los partidos importantes desde dirigentes que son incapaces
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0113,84,176.69,0.0,8.033,17.599,79.02,keep,,desde jugadores que en momentos puntuales son estupidos
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0114,98,172.82,0.0,10.225,17.944,96.51,keep,,porque estoy hasta las pelotas de que boca queda afuera con uno menos en cada partido de copa libertadores
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0115,92,179.41,0.0,6.454,19.714,96.18,keep,,y el entrenador que la verdad no pincha ni corta
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0116,92,175.09,0.0,8.149,21.295,98.71,keep,,que les voy a decir a uvea es fin de ciclo ahora se va a ir pero
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0117,122,178.33,0.0,6.556,20.897,84.31,keep,,pero al fin y al cabo tambien el que lo pone a uvea es riquelme como les digo
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0118,89,170.09,0.0,5.668,20.987,95.8,keep,,tengo muchas cosas por decir del partido de hoy de los jugadores
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0119,103,170.17,0.0,5.402,19.347,92.73,keep,,de entender que lamentablemente en mi analisis
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0120,83,173.41,0.0,6.002,16.534,80.08,keep,,obviamente yo no hablo por el hincha de boca yo hablo por mi
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0121,88,166.69,0.0,7.787,20.755,104.89,keep,,seguramente muchos hinchas de boca no van a coincidir conmigo pero para mi
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0122,87,166.18,0.0,7.675,25.044,104.83,keep,,desde que asumio riquelme como presidente 2024 2025
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0123,88,170.17,0.0,7.697,21.552,117.17,keep,,estos seis meses del 2026 fueron años mas grandes no fueron años malos de boca
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0124,107,176.5,0.0,7.663,23.497,86.47,keep,,ni mas o menos fueron años malos
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0125,126,167.68,0.0,6.837,24.188,91.71,keep,,para mi no hay justificacion que valga porque hace 10 años puteabamos
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0126,80,169.05,0.0,5.952,18.657,82.46,keep,,porque ahora fueran semilibertadores por perder la final
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0127,105,171.69,0.0,7.464,25.754,97.66,keep,,de hecho mismo riquelme en la primera etapa de la dirigencia
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0128,90,168.79,0.0,8.317,22.999,92.87,keep,,porque el asume en 2019 en diciembre 2020 o 2023
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0129,94,173.39,0.0,7.215,15.509,87.33,keep,,fueron cuatro años donde boca gano el titulo donde jugo las cuatro copas libertadores
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0130,118,165.2,0.0,7.113,22.213,93.68,keep,,donde llego a la final donde elimino dos veces a river mismo en el año 2020
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0131,130,169.3,0.0,6.726,23.515,95.4,keep,,en la primera etapa boca tenia otra vara boca en 2022 gano la copa de la liga
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0132,124,166.24,0.0,7.558,18.646,89.49,keep,,gano la liga gano en los dos clasicos y nos quedo la espina de quedar afuera en octava de copa libertadores
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0133,80,166.33,0.0,8.046,22.545,93.37,keep,,creiamos que no alcanzaba con eso eso fue hace cuatro años
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0134,104,174.65,0.0,6.458,18.807,87.17,keep,,con esta misma dirigencia creo que esta misma dirigencia se bajo la vara
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0135,92,176.34,0.0,7.688,19.166,83.34,keep,,porque cuatro años despues boca no sale campeon de futbol argentino hace cuatro años
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0136,94,166.18,0.0,6.021,18.784,93.08,keep,,tuvo dos años seguidos sin jugar la copa libertadores ahora que fuera en pase grupo
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0137,102,167.15,0.0,8.681,21.447,111.8,keep,,se hace el papelon mas grande de boca en la libertadores en sus ultimos 30 años despues de la del año pasado
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0138,123,177.95,0.0,7.025,19.012,78.98,keep,,cuantos fracasos mas boca quedo afuera de local no se cuantas veces en el ultimo año y medio
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0139,82,175.64,0.0,5.661,20.388,92.06,keep,,boca quedo afuera en la bombonera contra llanza lima en 2025
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0140,102,170.92,0.0,5.137,15.133,77.68,keep,,contra independiente en 2025 contra racing en 2025
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0141,108,171.65,0.0,4.94,18.637,76.35,keep,,contra huracan en 2026 contra universidad catolica en 2026
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0142,112,170.55,0.0,6.301,25.062,98.22,keep,,cinco eliminaciones local en los ultimos 18 meses
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0143,106,174.31,0.0,6.983,20.488,74.11,keep,,para mi es indefendible no hay un argumento solido
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0144,118,176.49,0.0,7.567,19.701,89.78,keep,,para creer que hay algo en la cual uno puede pensar bueno igual puede zafar
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0145,120,180.7,0.0,6.221,16.1,81.36,keep,,no no no porque boca no sale campeon de futbol argentino porque boca no compite internacionalmente
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0146,88,184.34,0.0,5.008,16.986,76.5,keep,,boca no se puede acostumbrar a esto esto es lo mas doloroso tambien
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0147,122,170.74,0.0,6.639,21.753,83.89,keep,,esto es lo mas doloroso tambien si nos basamos en lo que es la realidad y nos basamos en lo que es la actualidad
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0148,83,176.53,0.0,6.341,17.51,80.17,keep,,boca es un equipo que hoy no esta ni siquiera para competir
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0149,102,179.52,0.0,4.562,15.853,75.34,keep,,en lo basico de la copa libertadores creo que la vara ha bajado muchisimo
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0150,112,178.57,0.0,6.988,17.685,80.6,keep,,el conformismo puertas adentro tambien porque me duele decirlo
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0151,123,172.87,0.0,7.347,16.833,85.69,keep,,pero yo no veo autocritica puertas adentro es la realidad creo que ante cualquier tipo de situacion
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0152,113,169.81,0.0,6.768,21.63,94.01,keep,,ante cualquier critica o ante cualquier comentario que uno crea que se esta haciendo mal
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0153,144,170.69,0.0,6.601,20.988,97.25,keep,,en la actualidad de boca automaticamente algunos quieren ponerte en un partido politico
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0154,133,176.37,0.0,6.017,19.972,85.3,keep,,o en el otro y yo no soy boludo yo soy consciente de toda la politica
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0155,83,172.05,0.0,6.743,18.89,85.97,keep,,de toda la rosca politica que hay metido en el mundo boca
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0156,108,169.09,0.0,7.647,21.711,98.52,keep,,es una realidad es cierto eso de hecho el año que viene van a haber elecciones
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0157,117,177.47,0.0,6.454,18.07,82.81,keep,,y va a haber mucha rosca politica metida ahora en el medio hay un monton de hinchas de boca
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0158,155,176.11,0.0,6.655,17.413,89.8,keep,,en el medio estoy yo que soy un hincha de boca y la verdad no entiendo por que
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0159,83,183.53,0.0,7.831,21.098,84.09,keep,,criticar la actualidad de boca que para mi es lo mas logico del mundo
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0160,114,175.06,0.0,7.852,19.506,86.83,keep,,criticarla porque boca en estos ultimos 12 años y medio es fracaso tras fracaso
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0161,140,168.84,0.0,8.19,28.658,102.15,keep,,automaticamente te encastillan ah claro vos porque trabajas para el pro
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0162,148,180.04,0.0,7.455,22.298,84.18,keep,,ah claro vos porque queres no maestro no porque a angelisi tambien yo lo cagaba a puteadas
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0163,99,178.81,0.0,8.004,21.615,93.49,keep,,a angelisi tambien se lo puteaba el hincha de boca a angelisi lo puteaba
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0164,102,167.11,0.0,9.114,22.366,93.76,keep,,lo puteaba a la bombonera se lo puteaba a las redes sociales perdio las elecciones por goleadas
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0165,152,175.64,0.0,6.825,22.452,86.69,keep,,y angelisi el macrismo a mi me chupa un huevo el macrismo yo quiero que boca sea un equipo competitivo
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0166,87,180.95,0.0,5.244,16.285,88.8,keep,,quiero que boca represente al hincha si esta dirigencia no la representa
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0167,102,175.9,0.0,7.513,21.794,102.84,keep,,hay que decirlo y no por criticar a riquelme soy menos hincha de boca y no por criticar a riquelme
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0168,91,180.87,0.0,7.834,19.414,84.23,keep,,estoy jugando politicamente para tal porque ese tal si el dia de mañana
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0169,83,174.67,0.0,9.196,18.792,81.47,keep,,va a estar en la politica de boca y hace las cosas mal tambien lo voy a criticar
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0170,83,176.84,0.0,6.578,19.46,82.26,keep,,yo hablo como hincha de boca y lo digo porque ya se lo que va a pasar
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0171,91,178.53,0.0,7.423,21.884,79.65,keep,,no dabo dice esto por esto yo digo esto porque soy hincha de boca
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0172,86,175.23,0.0,8.645,20.856,84.91,keep,,como hincha de boca no tolero ver a boca quedarse afuera en fase de grupo de la copa libertadores
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0173,94,177.39,0.0,8.46,24.298,75.05,keep,,mucha gente no lo va a entender porque reitero es todo politica
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0174,112,173.57,0.0,7.981,21.201,84.81,keep,,ahora como hincha de boca si me dejan analizar la actualidad del club
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0175,104,171.8,0.0,6.724,26.228,89.18,keep,,no puedo tolerar como hincha de boca la cantidad de fracasos tras fracasos
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0176,93,183.12,0.0,5.28,17.746,71.68,keep,,que estoy sintiendo yo como hincha cuando digo no puedo tolerar
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0177,89,180.86,0.0,6.128,21.341,83.21,keep,,me refiero a un analisis de la actualidad de boca
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0178,118,169.2,0.0,8.732,20.293,95.51,keep,,a mi boca pierda 40 partidos seguidos nada le va a cambiar mi pasion por boca
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0179,83,173.06,0.0,7.358,18.259,78.38,keep,,me chupa un huevo yo soy hincha de boca sin importar
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0180,120,173.95,0.0,6.715,18.488,85.14,keep,,gano o pierda sin importar nada nada de lo que pase pero si tengo que analizar
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0181,110,180.06,0.0,7.262,18.972,78.07,keep,,y tengo que dar una opinion de la actualidad de boca me duele mucho decirlo
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0182,105,176.61,0.0,5.97,17.613,75.52,keep,,pero pero creo que en estos dos años y medio puertas adentro del club
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0183,97,173.48,0.0,6.523,15.815,78.84,keep,,se ha demostrado que no han estado a la altura de las circunstancias
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0184,111,158.77,0.0,7.531,26.537,122.0,keep,,y yo no se si sinceramente puertas adentro del club esto se piensa o se analiza
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0185,132,181.94,0.0,6.279,19.959,79.81,keep,,porque a mi lo que mas me duele es eso tambien el hecho de creer que
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0186,95,172.85,0.0,6.378,18.92,87.55,keep,,no se sabe cual es el proximo el proximo fracaso de boca
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0187,133,176.15,0.0,6.419,19.578,87.49,keep,,capaz estoy dramatizando muchisimo capaz estoy exagerando para algunos
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0188,112,173.73,0.0,7.186,18.428,91.69,keep,,pero para mi es muy duro que boca en 2024 no juegue la copa libertadores
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0189,99,179.95,0.0,6.514,17.02,87.2,keep,,en 2025 que afuera en los playoffs y en 2026 que afuera en fase de grupos
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0190,122,182.63,0.0,6.373,19.353,83.86,keep,,para mi es muy duro porque pierde prestigio y porque no es lo que la historia de boca demanda
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0191,89,176.37,0.0,7.091,17.978,104.07,keep,,boca tiene que ser campeon del futbol argentino y llegar lejos en copa libertadores
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0192,85,175.68,0.0,6.739,19.665,88.19,keep,,y hasta no ganar la copa nunca va a ser dejada hincha conforme
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0193,115,182.17,0.0,5.922,16.489,77.57,keep,,paso de eso a no ser campeon del futbol argentino en un futbol argentino en el cual
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0194,127,178.49,0.0,6.557,18.602,81.96,keep,,vivimos diciendo que nivela para abajo que antes era mas dificil y demas cosas
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0195,97,179.74,0.0,7.787,22.372,87.95,keep,,aun asi boca no puede salir campeon y tampoco compite internacionalmente
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0196,93,176.72,0.0,8.677,21.106,91.44,keep,,ahora le queda el clausura que hasta fin de año no sabes para quien esta
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0197,89,176.47,0.0,6.957,20.341,88.38,keep,,porque le puede ganar cualquiera ahora le queda tambien la sudamericana
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0198,98,174.54,0.0,6.128,20.02,82.15,keep,,queda lejos igual porque despues del mundial pero creo que en estos ultimos años
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0199,90,166.9,0.0,6.752,20.482,102.72,keep,,se han hecho tan mal las cosas que a boca ni siquiera le alcanza para
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0200,101,170.53,0.0,5.588,17.688,83.91,keep,,competir en copa libertadores y para ser campeon del futbol argentino
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0201,153,173.57,0.0,5.864,21.955,79.99,keep,,desde la final con fluminense que hubo veranitos donde boca estuvo bien
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0202,115,176.43,0.0,6.579,19.969,78.24,keep,,pero boca se esta acostumbrando a tener un mes y medio bueno por año
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0203,82,162.82,0.0,6.434,22.444,103.08,keep,,y en ese mes y medio le ganas a river jugas bien
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0204,112,174.03,0.0,8.291,23.144,87.25,keep,,queres que vas a salir campeon te chocas la cabeza contra la pared y de vuelta lo mismo
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0205,152,173.11,0.0,7.216,20.537,95.16,keep,,porque si uno repasa los ultimos años de boca en 2024 tuvo dos meses buenos con martinez
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0206,92,171.8,0.0,7.481,18.788,93.69,keep,,donde jugo bien donde le gano a racing le gano a san lorenzo le gano a river muy bien
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0207,145,175.97,0.0,6.74,19.109,86.68,keep,,jugas fuera con estudiantes fracaso en sudamericana playoffs no inscriben los refuerzos con martinez
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0208,101,174.53,0.0,7.693,20.843,90.7,keep,,jugas fuera con independiente del valle quedamos hasta fuera en octavos con cruzeiro en la liga hacemos un papelon
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0209,83,173.23,0.0,8.922,17.884,80.5,keep,,perdemos con los suplentes de river año de mierda playoffs de libertadores
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0210,109,176.56,0.0,7.847,21.205,84.94,keep,,2005 arrancas el año arrancas el año perdiendo la copa libertadores
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0211,89,180.98,0.0,7.966,22.028,86.39,keep,,en playoffs ya esta un desastre afuera en copa argentina
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0212,97,174.31,0.0,7.466,23.124,97.34,keep,,afuera con independiente todo un desastre en la recta final levantas un poquito
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0213,85,174.99,0.0,6.033,17.436,100.08,keep,,le ganas a barraca central le ganas a estudiantes le ganas a river
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0214,117,176.44,0.0,5.899,18.08,84.09,keep,,le ganas a tigre le ganas los octavos a talleres los cuartos a argentinos juniors
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0215,121,169.83,0.0,7.284,19.175,88.36,keep,,perdes la semi con racing y ahi termina el año jugaste bien un mes y medio
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0216,110,171.99,0.0,7.821,22.865,100.72,keep,,dos meses lo mismo que en 2024 pero clasificaste mañana directa a la copa libertadores
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0217,92,177.61,0.0,6.082,18.711,82.57,keep,,ahora fijate que en los ultimos dos años boca no gano
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0218,105,174.08,0.0,6.16,15.755,80.26,keep,,el clausura no gano el apertura o en 2024 la liga o la copa de la liga
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0219,106,172.15,0.0,7.694,19.256,99.61,keep,,no gano la copa argentina no compitio internacionalmente lo que mejor le consiguio
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0220,79,178.43,0.0,6.45,17.725,80.65,keep,,fue un segundo puesto de una tabla anual que le daba la posibilidad
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0221,87,177.03,0.0,6.259,17.353,83.33,keep,,de clasificarse mañana directa a la copa libertadores en este año 96 lo mismo
