split,spk,titulo,clip,n_frames,texto,npz,source_id,training_usability,policy_moderate,review_score,quality_score,visual_quality_label
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0533,109,es porque la idea de juego caerse en el lateral es porque boca tiene escasez de idea de juego,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0533.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,questionable,keep,3.00,0.9156,questionable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0534,92,despues a veces hace boludeces de hecho voy a decirlo,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0534.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9432,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0535,91,blanco en estos ultimos partidos ha hecho faltas pelotudas,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0535.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9833,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0536,93,ha hecho boludeces en partidos importantes mas que nada,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0536.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.98,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0537,85,en la faceta defensiva y ha tenido errores,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0537.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9751,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0538,80,e impropios de un jugador como el pero ofensivamente,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0538.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.997,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0539,117,si el juego de boca se va a basar en eso tampoco es mago la entera de la cancha,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0539.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9462,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0540,87,jugo ander herrera y que la verdad no me gusto ese primer tiempo,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0540.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9922,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0541,93,porque jugo 45 minutos pero tambien en defensa de ander herrera,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0541.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9745,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0542,108,me pongo en su lugar y entiendo que si vos jugas en la mitad de la cancha,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0542.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9792,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0543,98,con aranda y ceballos de extremos y con milton jimenez,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0543.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9899,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0544,83,de 9 y te bloquean la mitad de la cancha porque todo el tiempo,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0544.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9575,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0545,108,eucatolica presiono en la mitad y no tanto en las bandas que otra cosa podes hacer,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0545.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,questionable,keep,3.00,0.9466,questionable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0546,80,quedarsela al 3 o al 4 el que primero fueron 2,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0546.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,1.0,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0547,88,primero que aranda no juegue suelto aranda tenia que jugar en la mitad de la cancha,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0547.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,1.0,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0548,96,suelto y generar pases y segundo que el 9 no te rebota una pelota,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0548.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9674,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0549,122,ni aunque este solo en el patio de su casa con aranda suelto,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0549.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9669,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0550,92,y con barreiro de titular hoy el partido era otro para los mediocampistas,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0550.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,1.0,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0551,87,ahora en ese escenario en el cual no genera nada,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0551.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9985,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0552,83,tampoco colabora ander herrera dando pases para atras,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0552.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.961,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0553,80,sin teniendo mucha paciencia con la pelota,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0553.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9147,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0554,90,pero me pongo pienso un segundo en el partido y la verdad es que,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0554.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9214,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0555,79,mucho no le ofrecieron a ander herrera en el partido de hoy como para hacer algo diferente,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0555.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9809,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0556,81,y tampoco es un jugador de caracteristica como para ganar de partido solo,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0556.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9436,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0557,83,para mi ander herrera es un jugador de mucha tecnica que claramente,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0557.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9896,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0558,88,necesita de movimientos ni siquiera te digo de jugadores de movimiento,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0558.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9245,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0559,102,de sus compañeros para poder marcar la diferencia una diagonal en el tiradonoide,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0559.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9454,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0560,103,una despues jugo milton delgado un milton que tambien,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0560.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9247,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0561,93,ha sido muy regular en boca en estos ultimos años yo le banco a milton,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0561.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,1.0,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0562,93,no creo que haya tenido un buen partido hoy y tampoco creo que,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0562.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9632,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0563,86,viene teniendo una serie de buenos partidos creo que milton ha bajado su nivel,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0563.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9951,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0564,95,ha tenido partidos malos pero bueno tambien es verdad que milton delgado,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0564.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9626,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0565,127,es un jugador al cual por lo menos tecnicamente si bien tiene un orden,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0565.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9882,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0566,103,y si bien tiene buen pase creo que ocupa otro rol en este equipo mas si juega,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0566.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9776,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0567,98,herrera y paredes creo que el rol de milton delgado mas que nada por lo menos en el partido,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0567.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9915,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0568,103,de que no pudo ocupar a skasibar de movilidad de generar peligro,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0568.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,1.0,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0569,86,de atacar de recuperar rapido,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0569.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,1.0,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0570,92,de generar espacios y la verdad que a su manera lo hizo,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0570.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,1.0,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0571,96,hubo una jugada que se lanza muy bien en ataque corta una linea de pase,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0571.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9415,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0572,107,recibe queda 3 contra 2 conduce y tiene a milton jimenez,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0572.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9973,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0573,107,que literalmente va trotando en offside y ceballos,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0573.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9827,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0574,114,que se le cruza a milton jimenez y en el medio 3 jugadores de boca y que carajo,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0574.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.8987,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0575,98,queres que haga milton delgado la verdad que duro la verdad que duro,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0575.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9478,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0576,93,despues jugo paredes que la verdad paredes,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0576.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9462,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0577,88,a mi me parece el mejor jugador de boca sin dudas,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0577.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9914,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0578,85,me parece que ha sido el mejor jugador de boca en el semestre,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0578.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,1.0,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0579,81,me parece que quizas muchos de los partidos,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0579.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9828,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0580,85,que hemos ganado un poco tambien fue por la jerarquia de la calidad,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0580.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9853,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0581,114,que tiene me parece que se hace cargo de muchas cosas dentro de la cancha como digo eso,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0581.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9906,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0582,128,tambien les digo que para mi hubiera jugado mal para mi me parece que jugo un mal partido,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0582.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9949,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0583,93,erraticos centros malos pases malos se lo noto,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0583.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.99,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0584,136,por momentos cansado no se si jugo arrastrando una lesion pero ya en el segundo tiempo,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0584.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,1.0,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0585,99,se lo noto que no daba mas y eso boca lo sufrio claramente,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0585.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9709,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0586,92,el problema tambien es que boca se acostumbro a depender de paredes,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0586.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9757,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0587,86,y si bien para mi paredes ha tenido un mal partido porque,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0587.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9438,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0588,98,paredes es el mejor jugador que tiene boca es el mas distinto es el que mas tecnica tiene,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0588.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9427,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0589,84,es el que le ha hecho ganar partido a boca el solo entonces,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0589.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9909,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0590,97,uno espera eso de paredes inevitablemente capaz es demasiado pero uno espera,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0590.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9622,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0591,105,que paredes gane el partido solo y la verdad que no deja de ser un 5 que precisa de sus compañeros,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0591.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9584,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0592,113,que hoy ha jugado mal pero tambien es verdad que ha pasado muchas veces,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0592.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9313,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0593,118,que levantaba la cabeza y no habia un puto pase para dar para adelante todos metidos,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0593.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9332,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0594,89,todos escondidos dos puntas abiertos un 9 en el area,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0594.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9265,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0595,82,otro 2 mil campistas a su lado y el partido a su lado un tipo marcando,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0595.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9652,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0596,118,el otro el partido paredes ha jugado mal tampoco lo han ayudado a paredes,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0596.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9188,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0597,109,el error de boca es haber sido tan paredes dependiente tambien nunca esta bien,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0597.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9399,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0598,106,depender de un jugador jamas menos de un 5 que te lo tapa,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0598.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9467,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0599,95,como lo taparon hoy y que haces porque si ese jugador en el cual vos dependes,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0599.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9655,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0600,106,juega mal o lo marcan bien que haces y hoy paso eso,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0600.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9779,usable
train,f06,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0601,103,hoy paredes no tuvo un buen partido y lo marcaron bien boca no pateo al arco,data/processed/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0601.npz,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,usable,keep,0.00,0.9857,usable
