source_id,clip,split,transcript_usability,transcript_reasons,transcript_policy_moderate
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0320,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0321,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0322,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0323,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0324,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0325,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0326,test,questionable,possible_entity_error,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0327,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0328,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0329,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0330,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0331,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0332,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0333,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0334,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0335,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0336,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0337,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0338,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0339,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0340,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0341,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0342,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0343,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0344,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0345,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0346,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0347,test,questionable,possible_entity_error,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0348,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0349,test,questionable,possible_entity_error,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0350,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0351,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0352,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0353,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0354,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0355,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0356,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0357,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0358,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0359,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0360,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0361,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0362,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0363,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0364,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0365,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0366,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0367,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0368,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0369,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0370,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0371,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0372,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0373,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0374,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0375,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0376,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0377,test,questionable,possible_timestamp_misalignment,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0378,test,questionable,possible_timestamp_misalignment,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0379,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0380,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0382,test,questionable,possible_entity_error,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0383,test,questionable,possible_entity_error,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0384,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0386,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0387,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0388,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0389,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0390,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0391,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0392,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0393,test,questionable,possible_entity_error,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0394,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0395,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0396,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0397,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0398,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0399,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0400,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0401,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0402,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0403,test,questionable,possible_entity_error,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0404,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0405,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0406,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0407,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0408,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0409,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0410,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0411,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0412,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0413,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0414,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0415,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0416,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0417,test,questionable,possible_entity_error,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0418,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0419,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0420,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0421,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0422,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0423,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0424,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0425,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0426,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0427,test,questionable,possible_entity_error,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0428,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0429,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0430,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0431,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0432,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0433,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0434,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0435,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0436,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0437,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0438,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0439,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0440,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0441,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0442,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0443,test,questionable,possible_entity_error,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0444,test,questionable,possible_timestamp_misalignment,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0445,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0446,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0447,test,questionable,possible_entity_error,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0448,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0449,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0450,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0451,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0452,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0453,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0454,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0455,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0456,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0457,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0458,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0459,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0460,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0461,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0462,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0463,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0464,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0465,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0466,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0467,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0468,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0469,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0470,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0471,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0472,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0473,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0474,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0475,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0476,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0477,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0478,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0479,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0480,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0481,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0482,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0483,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0484,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0485,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0486,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0487,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0488,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0489,test,questionable,possible_entity_error,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0490,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0491,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0492,test,questionable,possible_entity_error,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0493,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0494,test,questionable,possible_timestamp_misalignment,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0495,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0496,test,questionable,possible_entity_error,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0497,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0498,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0499,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0500,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0501,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0502,test,questionable,possible_entity_error,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0503,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0504,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0505,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0506,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0507,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0508,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0509,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0510,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0511,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0512,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0513,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0514,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0515,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0516,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0517,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0518,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0519,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0520,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0521,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0522,test,questionable,possible_entity_error,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0523,test,questionable,asr_disagreement,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0524,test,usable,auto_clean_safe_only_or_no_issue,keep
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0525,test,usable,auto_clean_safe_only_or_no_issue,keep
